ID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
77240.0,7625,7625,18.49%,36 months,credit_card,15.79%,NC,RENT,3166.67,670-674,4,8030,0.0,5 years
27710.0,3000,3000,22.11%,60 months,other,0%,MN,OWN,1471.0,690-694,3,,0.0,6 years
25655.0,5000,5000,11.49%,36 months,home_improvement,6.62%,NC,MORTGAGE,3125.0,730-734,4,7187,1.0,1 year
27832.0,18500,18500,12.99%,36 months,debt_consolidation,7.96%,NY,RENT,5000.0,685-689,6,13490,0.0,10+ years
80208.0,18000,18000,14.09%,36 months,debt_consolidation,15.45%,OR,MORTGAGE,4000.0,690-694,11,13877,0.0,5 years
27425.0,4200,4200,10.59%,36 months,car,11.53%,GA,RENT,3000.0,695-699,11,10067,0.0,7 years
21033.0,5000,4975,7.29%,36 months,vacation,2.33%,GA,MORTGAGE,5416.67,725-729,8,2937,1.0,10+ years
34961.0,19000,19000,11.71%,60 months,credit_card,13.79%,NJ,MORTGAGE,4791.67,730-734,9,16348,0.0,5 years
38145.0,15000,15000,16.77%,36 months,debt_consolidation,7.29%,MD,RENT,7916.67,675-679,5,5355,1.0,6 years
77673.0,18625,18625,19.72%,60 months,credit_card,22.98%,AL,RENT,4000.0,680-684,15,26050,2.0,9 years
51812.0,6075,6075,7.62%,36 months,debt_consolidation,28.25%,OR,RENT,1083.33,720-724,8,11539,0.0,
94947.0,12500,12500,15.31%,36 months,debt_consolidation,17.67%,TX,MORTGAGE,3916.67,690-694,7,8221,3.0,10+ years
49573.0,5000,5000,15.31%,36 months,debt_consolidation,4.91%,CA,RENT,7083.33,665-669,12,8225,1.0,5 years
42743.0,8000,8000,16.77%,36 months,credit_card,20.99%,TX,RENT,3750.0,660-664,6,4010,0.0,5 years
50398.0,20000,19975,15.81%,36 months,debt_consolidation,21.42%,CO,RENT,5000.0,680-684,12,24352,1.0,< 1 year
40343.0,9600,9600,13.49%,36 months,credit_card,15.04%,PA,RENT,4250.0,685-689,17,7713,1.0,1 year
52548.0,3600,3600,9.76%,36 months,credit_card,11.34%,MI,RENT,2108.33,695-699,14,4467,0.0,
96704.0,14075,14075,18.75%,36 months,other,12.96%,NY,RENT,3033.33,690-694,6,13036,0.0,8 years
10059.0,3000,3000,7.51%,36 months,major_purchase,11.31%,CT,RENT,3500.0,735-739,9,0,2.0,3 years
82534.0,35000,34975,10.16%,36 months,debt_consolidation,25.56%,NY,RENT,9220.0,760-764,12,40782,1.0,10+ years
25767.0,1700,1700,6.99%,36 months,car,5.20%,VA,RENT,2250.0,750-754,4,4527,0.0,5 years
9244.0,8800,8800,7.51%,36 months,other,20.73%,PA,MORTGAGE,4833.0,790-794,6,306,4.0,5 years
6045.0,24250,23985.41,12.18%,36 months,debt_consolidation,17.65%,CA,MORTGAGE,8910.42,740-744,16,81940,0.0,10+ years
5073.0,10750,10166.42,11.14%,36 months,credit_card,11.91%,MA,MORTGAGE,4416.67,720-724,9,12619,1.0,2 years
38378.0,6000,6000,15.96%,36 months,debt_consolidation,24.85%,CA,MORTGAGE,3264.0,660-664,13,6347,1.0,10+ years
99189.0,15000,15000,10.16%,36 months,credit_card,18.57%,CA,MORTGAGE,5000.0,700-704,13,33389,0.0,10+ years
66604.0,15000,15000,14.33%,36 months,credit_card,16.38%,MD,MORTGAGE,5500.0,700-704,10,12413,2.0,3 years
26877.0,4000,4000,15.23%,36 months,other,10.73%,MA,RENT,2916.67,670-674,6,1651,1.0,6 years
13309.0,15000,14675,7.88%,36 months,home_improvement,0.53%,VA,MORTGAGE,10417.0,780-784,8,1343,1.0,< 1 year
70785.0,8875,8875,13.11%,36 months,other,30.46%,TX,OWN,2166.67,700-704,9,6797,1.0,2 years
44672.0,2400,2400,10.74%,36 months,credit_card,11.20%,NY,RENT,2000.0,705-709,4,3055,0.0,10+ years
13054.0,25000,24950,20.53%,60 months,debt_consolidation,18.50%,NJ,RENT,8000.0,675-679,9,19548,0.0,3 years
103426.0,5500,5500,16.07%,36 months,other,19.35%,FL,MORTGAGE,3937.08,685-689,6,689,8.0,10+ years
4545.0,6000,6000,12.53%,36 months,credit_card,23.07%,PA,RENT,2916.67,685-689,11,3334,0.0,2 years
69741.0,6000,6000,13.11%,36 months,credit_card,4.53%,NY,RENT,2625.0,690-694,5,4299,1.0,10+ years
65248.0,7200,7200,8.90%,60 months,debt_consolidation,25.16%,LA,MORTGAGE,3750.0,750-754,13,7283,0.0,6 years
75785.0,11500,11500,11.14%,36 months,debt_consolidation,10.47%,AL,RENT,2916.67,700-704,6,9562,0.0,< 1 year
27764.0,4800,4800,5.42%,36 months,major_purchase,10.23%,FL,MORTGAGE,6333.33,790-794,13,10704,0.0,10+ years
43707.0,4000,4000,10.65%,36 months,debt_consolidation,23.40%,NC,MORTGAGE,2333.33,685-689,21,3522,0.0,7 years
35025.0,15000,15000,10.65%,36 months,other,14.36%,CA,RENT,9083.33,720-724,11,26902,0.0,3 years
28518.0,15000,15000,17.99%,36 months,debt_consolidation,21.04%,TX,MORTGAGE,5319.17,675-679,13,5613,3.0,2 years
42228.0,25000,25000,12.42%,36 months,debt_consolidation,1.05%,CA,MORTGAGE,16666.67,705-709,7,2839,0.0,10+ years
81620.0,4800,4800,18.75%,60 months,other,27.69%,TX,RENT,1560.0,680-684,9,6563,0.0,< 1 year
3204.0,15000,6200,12.53%,36 months,home_improvement,13.78%,MO,MORTGAGE,8750.0,705-709,8,21702,3.0,1 year
94092.0,12300,12300,6.03%,36 months,debt_consolidation,7.15%,VA,RENT,6666.67,740-744,10,10976,0.0,10+ years
103784.0,2000,1975,11.12%,36 months,other,20.50%,NY,MORTGAGE,6833.33,705-709,19,20653,5.0,5 years
54576.0,14000,14000,9.76%,36 months,debt_consolidation,22.55%,NJ,MORTGAGE,8750.0,710-714,8,25026,0.0,10+ years
47468.0,10000,10000,12.12%,36 months,debt_consolidation,5.95%,NJ,OWN,5000.0,700-704,5,10752,0.0,4 years
2578.0,13000,8113.74,9.63%,36 months,small_business,16.14%,TX,MORTGAGE,3500.0,785-789,6,0,1.0,1 year
73765.0,5000,5000,16.29%,60 months,other,11.80%,VA,RENT,5416.67,690-694,7,8745,1.0,4 years
36519.0,6000,5994,12.42%,36 months,credit_card,11.68%,VA,RENT,2500.0,670-674,6,9482,0.0,2 years
90239.0,10050,10050,14.33%,36 months,debt_consolidation,6.07%,CA,RENT,2916.67,710-714,9,7413,1.0,6 years
45980.0,4800,4800,7.90%,,debt_consolidation,19.07%,OH,RENT,,720-724,12,6813,3.0,< 1 year
55803.0,14400,14400,10.74%,36 months,debt_consolidation,5.90%,CA,MORTGAGE,6833.33,700-704,15,10017,0.0,10+ years
62884.0,18200,18200,10.16%,36 months,credit_card,7.95%,NY,RENT,4750.0,720-724,13,16184,2.0,3 years
16406.0,20000,19875,13.35%,36 months,debt_consolidation,15.68%,TX,MORTGAGE,9160.0,710-714,9,32392,1.0,10+ years
37065.0,9600,9575,17.27%,60 months,credit_card,12.90%,NY,RENT,3333.33,695-699,7,13648,1.0,10+ years
4644.0,9000,9000,11.83%,36 months,car,0.48%,MD,RENT,4833.0,715-719,6,0,1.0,4 years
57169.0,35000,35000,18.25%,60 months,debt_consolidation,27.69%,MD,RENT,8083.33,725-729,15,29300,0.0,10+ years
20367.0,2400,2400,10.37%,36 months,wedding,9.54%,MN,MORTGAGE,3166.67,675-679,6,2174,0.0,1 year
36837.0,4500,4500,11.71%,36 months,debt_consolidation,15.87%,CA,MORTGAGE,3333.33,675-679,15,11963,0.0,6 years
68829.0,12000,12000,12.12%,36 months,debt_consolidation,19.41%,TX,MORTGAGE,8750.0,710-714,10,32028,1.0,4 years
694.0,10000,8175.26,8.63%,36 months,debt_consolidation,5.91%,GA,MORTGAGE,7500.0,730-734,16,18343,0.0,7 years
61873.0,11575,11575,7.90%,36 months,debt_consolidation,17.47%,TX,MORTGAGE,2833.33,730-734,8,5654,0.0,10+ years
94081.0,20000,20000,6.62%,36 months,credit_card,21.61%,DC,MORTGAGE,8161.33,720-724,14,27904,1.0,8 years
101622.0,6000,3475,14.70%,36 months,debt_consolidation,10.23%,MD,RENT,6500.0,640-644,6,4103,0.0,1 year
21900.0,2800,2800,10.00%,36 months,debt_consolidation,20.32%,CA,RENT,3250.0,700-704,4,8717,0.0,5 years
70285.0,6000,6000,14.09%,36 months,credit_card,9.93%,CA,RENT,4250.0,680-684,6,5815,1.0,3 years
16069.0,20000,14750,6.91%,36 months,debt_consolidation,15.16%,CO,RENT,9208.0,735-739,10,20965,0.0,3 years
57923.0,22000,22000,13.99%,60 months,debt_consolidation,18.28%,MI,MORTGAGE,6083.33,720-724,9,20181,0.0,8 years
99914.0,10000,10000,13.11%,36 months,debt_consolidation,20.34%,MI,RENT,5416.67,675-679,9,8066,0.0,10+ years
100662.0,9450,9450,12.12%,36 months,credit_card,11.74%,IL,MORTGAGE,4666.67,690-694,13,17639,2.0,10+ years
20530.0,10400,10325,7.66%,36 months,debt_consolidation,13.02%,CA,MORTGAGE,6354.0,725-729,10,19656,3.0,10+ years
20329.0,15875,15818.07,15.28%,60 months,debt_consolidation,22.10%,CA,RENT,3000.0,720-724,5,14289,2.0,2 years
53424.0,18000,18000,12.12%,60 months,other,14.89%,VA,MORTGAGE,8333.33,730-734,7,4038,0.0,5 years
94950.0,12000,12000,14.33%,36 months,moving,20.06%,NY,RENT,4166.67,760-764,8,14163,0.0,2 years
15213.0,20000,12150,6.54%,60 months,debt_consolidation,12.36%,NY,OWN,5000.0,795-799,9,7960,2.0,10+ years
38976.0,10000,10000,16.77%,36 months,debt_consolidation,18.55%,CA,RENT,2916.67,660-664,9,7565,3.0,4 years
40113.0,24500,23475,19.03%,60 months,debt_consolidation,23.02%,MD,RENT,4497.0,680-684,13,18906,0.0,10+ years
71538.0,10000,10000,12.12%,36 months,debt_consolidation,19.58%,CA,RENT,6250.0,695-699,17,16348,0.0,5 years
48972.0,3600,3600,7.90%,36 months,credit_card,26.21%,OH,MORTGAGE,4166.67,735-739,19,25,2.0,3 years
31876.0,12000,12000,17.49%,60 months,debt_consolidation,6.94%,OR,MORTGAGE,5445.0,670-674,8,4904,0.0,9 years
48894.0,6950,6950,10.74%,36 months,credit_card,20.71%,IL,OWN,4583.33,685-689,7,18814,0.0,10+ years
74320.0,8525,8525,10.16%,36 months,debt_consolidation,26.14%,MT,MORTGAGE,4583.33,705-709,8,31398,0.0,10+ years
65600.0,5000,5000,14.33%,36 months,credit_card,28.51%,CO,RENT,2750.0,690-694,14,5957,2.0,3 years
18088.0,6000,6000,13.35%,36 months,debt_consolidation,21.36%,NV,MORTGAGE,5000.0,665-669,11,4363,3.0,10+ years
47960.0,4000,4000,19.22%,60 months,small_business,9.03%,VA,RENT,3700.0,680-684,19,2177,2.0,2 years
48295.0,14000,14000,6.03%,36 months,debt_consolidation,14.67%,CA,RENT,7500.0,745-749,12,16648,0.0,10+ years
46245.0,23500,23450,14.65%,36 months,debt_consolidation,19.48%,CA,RENT,4000.0,685-689,7,20542,0.0,
13454.0,2500,2500,15.95%,36 months,major_purchase,24.07%,CA,MORTGAGE,1500.0,665-669,10,2684,3.0,1 year
16524.0,2000,2000,6.17%,36 months,major_purchase,2.63%,CA,RENT,1600.0,745-749,9,736,0.0,3 years
92631.0,24000,23925,16.29%,60 months,credit_card,11.77%,NJ,MORTGAGE,7800.0,675-679,11,20676,3.0,2 years
14193.0,12800,12800,11.49%,60 months,debt_consolidation,6.72%,CT,MORTGAGE,4166.67,725-729,7,11992,1.0,1 year
51829.0,8000,8000,7.90%,36 months,wedding,21.58%,CA,RENT,5166.67,725-729,5,0,0.0,1 year
31000.0,3000,3000,9.99%,36 months,credit_card,21.30%,MO,OWN,2333.33,710-714,10,3168,1.0,1 year
86532.0,7000,7000,7.90%,36 months,credit_card,1.41%,FL,RENT,12500.0,725-729,4,5093,0.0,7 years
8102.0,18000,17975,13.48%,36 months,credit_card,6.24%,IL,MORTGAGE,8333.33,690-694,13,14838,0.0,10+ years
3112.0,9000,5975,14.11%,36 months,debt_consolidation,8.21%,CA,MORTGAGE,4167.0,670-674,7,19696,1.0,3 years
31448.0,11000,11000,10.99%,36 months,debt_consolidation,4.26%,SC,MORTGAGE,6666.67,695-699,11,4124,0.0,4 years
51408.0,6000,6000,7.90%,36 months,major_purchase,14.99%,IL,RENT,4416.67,720-724,10,2928,0.0,2 years
6646.0,6500,6475,7.74%,36 months,debt_consolidation,18%,NH,RENT,1500.0,785-789,5,2816,0.0,2 years
87572.0,19500,19500,18.49%,36 months,credit_card,9.79%,MD,RENT,10000.0,675-679,16,14957,1.0,2 years
33225.0,16000,16000,17.27%,60 months,major_purchase,19.26%,MD,RENT,7000.0,695-699,7,5231,1.0,10+ years
54455.0,30000,29975,23.33%,60 months,debt_consolidation,17.39%,FL,MORTGAGE,7083.33,665-669,21,56145,1.0,10+ years
93742.0,10000,10000,14.09%,36 months,debt_consolidation,5.82%,LA,RENT,8750.0,660-664,14,11394,0.0,3 years
12860.0,16000,15900,15.58%,60 months,debt_consolidation,12.86%,WA,MORTGAGE,5427.42,700-704,11,19407,1.0,5 years
41993.0,35000,35000,17.58%,36 months,debt_consolidation,11.80%,MA,MORTGAGE,13333.33,690-694,12,21393,1.0,10+ years
18447.0,8000,8000,13.72%,36 months,wedding,9.67%,TX,RENT,7758.33,665-669,6,12110,1.0,2 years
71782.0,14500,14500,13.11%,36 months,debt_consolidation,28.29%,WA,MORTGAGE,5988.67,700-704,12,18020,2.0,10+ years
7789.0,12000,11925,10.62%,36 months,other,19.02%,VA,RENT,5000.0,720-724,9,11779,0.0,1 year
19675.0,4500,4500,13.43%,36 months,car,1.23%,CA,RENT,11500.0,670-674,5,1847,1.0,1 year
5858.0,16500,16350,11.83%,36 months,debt_consolidation,17.44%,TX,RENT,4810.08,725-729,7,24351,1.0,3 years
43307.0,10000,10000,9.91%,36 months,debt_consolidation,14.32%,MN,MORTGAGE,3666.67,705-709,9,17161,0.0,1 year
88490.0,35000,35000,19.05%,60 months,credit_card,13.40%,CA,MORTGAGE,9166.67,690-694,7,26633,0.0,1 year
101891.0,21000,6165.31,11.09%,36 months,home_improvement,21.28%,CA,OWN,18333.33,745-749,31,270800,5.0,2 years
102234.0,8400,6725,15.45%,36 months,debt_consolidation,15.71%,MD,RENT,7083.33,640-644,7,14578,3.0,< 1 year
65443.0,6000,6000,7.90%,36 months,credit_card,9.31%,TX,OWN,1750.0,705-709,14,5056,0.0,6 years
47597.0,12000,12000,19.22%,36 months,debt_consolidation,14.62%,CT,OWN,4166.67,665-669,3,6309,0.0,6 years
30397.0,12100,12100,16.89%,36 months,small_business,11.16%,TX,MORTGAGE,6166.67,665-669,5,2081,0.0,4 years
92868.0,25000,25000,14.09%,36 months,home_improvement,4.79%,MD,MORTGAGE,6833.33,675-679,5,8811,0.0,8 years
48006.0,27000,27000,18.25%,36 months,home_improvement,22.32%,SC,MORTGAGE,8583.33,690-694,9,6658,1.0,8 years
66892.0,12250,12250,18.75%,36 months,debt_consolidation,17.21%,LA,OWN,2916.67,665-669,7,10523,0.0,7 years
55180.0,9175,9175,13.67%,36 months,credit_card,19.43%,IL,MORTGAGE,7083.33,675-679,8,25639,0.0,8 years
75159.0,14075,14075,15.31%,36 months,debt_consolidation,25.70%,VA,OWN,4000.0,680-684,13,11907,2.0,5 years
48624.0,13100,13100,18.55%,36 months,debt_consolidation,23.24%,NY,RENT,7968.75,660-664,19,19607,1.0,10+ years
75022.0,14675,14675,8.90%,36 months,debt_consolidation,14.95%,NY,MORTGAGE,4000.0,715-719,6,12764,0.0,7 years
5733.0,5000,4900,11.14%,36 months,major_purchase,2.84%,FL,RENT,3200.0,710-714,6,2650,2.0,3 years
92795.0,18000,18000,13.11%,36 months,debt_consolidation,26.54%,OR,MORTGAGE,4166.67,670-674,11,16680,0.0,10+ years
94514.0,12000,12000,7.62%,36 months,debt_consolidation,15.10%,CO,RENT,5666.67,775-779,7,12094,0.0,10+ years
83906.0,19400,19400,14.33%,36 months,debt_consolidation,16.15%,MA,MORTGAGE,4583.33,680-684,12,12434,0.0,7 years
93318.0,18000,18000,12.12%,36 months,debt_consolidation,19.29%,IL,RENT,3333.33,665-669,15,26573,0.0,10+ years
62203.0,12000,12000,17.77%,36 months,debt_consolidation,9.84%,NY,MORTGAGE,7500.0,665-669,11,15866,0.0,7 years
94593.0,23750,23750,19.72%,60 months,debt_consolidation,14.22%,CT,RENT,8333.33,710-714,12,10549,3.0,2 years
12932.0,7500,7475,15.58%,36 months,debt_consolidation,10.74%,VA,MORTGAGE,5000.0,695-699,8,8257,0.0,2 years
37813.0,5500,5500,12.69%,36 months,debt_consolidation,21.24%,OH,RENT,1666.67,680-684,7,5056,1.0,< 1 year
70028.0,16950,16950,17.27%,60 months,debt_consolidation,26.62%,OK,MORTGAGE,3583.33,710-714,7,12588,3.0,10+ years
80138.0,3000,2950,11.14%,36 months,major_purchase,27.74%,VA,MORTGAGE,4333.33,715-719,6,6346,0.0,5 years
26033.0,1600,1600,13.49%,36 months,debt_consolidation,12.10%,CA,RENT,3200.0,670-674,5,1214,0.0,6 years
26950.0,6000,6000,7.49%,36 months,home_improvement,14.66%,NC,MORTGAGE,5833.33,715-719,12,7961,0.0,9 years
86660.0,7350,7350,12.12%,36 months,debt_consolidation,19.85%,CA,OWN,3355.05,695-699,19,11626,3.0,10+ years
97487.0,12825,12825,17.77%,36 months,debt_consolidation,24.41%,CA,MORTGAGE,3416.67,670-674,15,8539,1.0,10+ years
88522.0,24000,23975,21.00%,60 months,debt_consolidation,23.69%,OK,MORTGAGE,6500.0,685-689,17,36555,3.0,6 years
64166.0,10000,10000,18.49%,60 months,debt_consolidation,16.47%,FL,RENT,4104.67,695-699,5,7597,0.0,5 years
68487.0,5500,5500,14.33%,36 months,debt_consolidation,27.83%,WV,OWN,1541.67,675-679,5,10481,1.0,
15014.0,17500,17500,14.72%,36 months,debt_consolidation,9.30%,CA,RENT,9519.75,695-699,9,31279,0.0,10+ years
98373.0,10000,10000,13.11%,36 months,credit_card,19.01%,OH,MORTGAGE,7500.0,680-684,11,14426,1.0,9 years
29365.0,12000,12000,13.99%,60 months,debt_consolidation,12.98%,CT,RENT,4166.67,715-719,8,2316,1.0,3 years
1800.0,13000,6770.1,11.26%,36 months,small_business,14.05%,CA,MORTGAGE,7666.67,720-724,8,9551,0.0,9 years
57003.0,8575,8550,17.27%,36 months,debt_consolidation,9.84%,NY,RENT,2500.0,665-669,6,8807,2.0,7 years
66296.0,6100,6100,14.09%,36 months,credit_card,9.51%,LA,RENT,6666.67,685-689,10,5665,2.0,2 years
49473.0,14000,14000,15.31%,36 months,credit_card,14.26%,PA,MORTGAGE,5000.0,680-684,5,11249,2.0,10+ years
92016.0,10500,10500,14.33%,36 months,debt_consolidation,19.55%,FL,MORTGAGE,5666.67,670-674,7,11301,0.0,10+ years
82922.0,19600,19525,21.49%,60 months,small_business,9.76%,CA,RENT,4170.0,675-679,8,11669,0.0,4 years
98272.0,15000,15000,15.80%,36 months,credit_card,10.27%,NV,RENT,3333.33,670-674,11,10108,0.0,4 years
94925.0,8000,8000,17.27%,36 months,other,5.28%,AZ,MORTGAGE,5833.33,725-729,11,12484,1.0,10+ years
70905.0,20000,20000,21.49%,36 months,debt_consolidation,27.47%,TX,MORTGAGE,7750.0,660-664,15,26976,0.0,2 years
6723.0,11000,10969.64,12.53%,36 months,debt_consolidation,18.89%,IL,RENT,3500.0,700-704,6,6811,1.0,2 years
102775.0,6000,5905.66,17.90%,36 months,credit_card,6.60%,MI,RENT,4166.67,675-679,5,3433,1.0,2 years
84633.0,12000,12000,11.14%,36 months,debt_consolidation,3.11%,CA,MORTGAGE,10833.33,705-709,12,11941,0.0,2 years
58263.0,17000,17000,13.11%,36 months,debt_consolidation,16.92%,CA,RENT,5083.33,690-694,10,8890,0.0,7 years
69300.0,6250,6250,7.90%,36 months,debt_consolidation,8.45%,IL,RENT,1916.67,720-724,6,3295,0.0,1 year
76916.0,27825,27825,23.76%,60 months,debt_consolidation,12.86%,CA,RENT,6250.0,665-669,16,27093,1.0,4 years
97076.0,30000,30000,15.31%,36 months,debt_consolidation,15.42%,NJ,RENT,8333.33,680-684,21,29060,1.0,8 years
2746.0,4200,3969.9,14.11%,36 months,home_improvement,4.62%,OH,MORTGAGE,1558.42,675-679,6,2255,1.0,< 1 year
95637.0,3800,3800,21.98%,36 months,small_business,8.31%,CA,RENT,4333.33,680-684,6,4843,2.0,7 years
53567.0,2000,2000,15.31%,36 months,moving,21.43%,NC,RENT,2766.67,670-674,5,2162,3.0,< 1 year
77867.0,6000,6000,14.09%,36 months,debt_consolidation,24.25%,AZ,RENT,4000.0,680-684,12,24934,1.0,10+ years
65121.0,21000,21000,19.05%,60 months,debt_consolidation,16.24%,TX,RENT,8416.67,685-689,8,8764,2.0,5 years
41900.0,2500,2500,13.49%,36 months,credit_card,6.24%,NY,RENT,5416.67,680-684,8,15373,0.0,6 years
33269.0,2400,2400,16.77%,36 months,other,17%,WA,RENT,2700.0,690-694,3,3418,1.0,3 years
48581.0,13000,13000,10.74%,36 months,credit_card,15.46%,CA,RENT,2166.67,720-724,4,11101,0.0,3 years
52893.0,4800,4800,14.65%,36 months,credit_card,13.90%,HI,RENT,5000.0,665-669,8,7391,0.0,2 years
36929.0,17475,17475,9.91%,36 months,credit_card,17.76%,NJ,RENT,3333.33,730-734,15,17261,1.0,2 years
57431.0,16450,16400,21.97%,60 months,debt_consolidation,25.59%,PA,MORTGAGE,2833.33,670-674,23,12670,2.0,5 years
40879.0,14000,14000,14.65%,36 months,debt_consolidation,3.47%,CA,MORTGAGE,8750.0,680-684,6,9035,1.0,10+ years
57586.0,2500,2500,17.27%,36 months,other,11.34%,OH,MORTGAGE,5833.33,665-669,8,14122,0.0,8 years
62177.0,8000,8000,18.49%,36 months,debt_consolidation,14.45%,VA,RENT,4166.67,660-664,10,9425,2.0,4 years
73741.0,15000,15000,13.11%,36 months,debt_consolidation,12.78%,MA,RENT,9000.0,690-694,19,11016,0.0,< 1 year
32694.0,25000,24814.89,12.69%,60 months,wedding,3.83%,NY,MORTGAGE,22916.67,720-724,13,34069,0.0,10+ years
71766.0,3000,2975,8.90%,36 months,debt_consolidation,32%,FL,RENT,1000.0,700-704,7,9730,0.0,
83373.0,6000,6000,7.90%,36 months,credit_card,33.64%,WI,RENT,4116.67,705-709,16,33746,0.0,1 year
37504.0,7800,7800,10.65%,36 months,debt_consolidation,7.15%,CO,MORTGAGE,4000.0,720-724,6,11063,2.0,9 years
95455.0,25000,25000,7.90%,36 months,debt_consolidation,18.66%,MI,MORTGAGE,7083.33,710-714,17,47504,0.0,9 years
63.0,18500,3100,15.33%,36 months,credit_card,5.24%,NY,RENT,7500.0,660-664,8,22379,0.0,1 year
26789.0,12000,12000,12.99%,60 months,home_improvement,16.67%,GA,MORTGAGE,9166.67,710-714,11,25165,0.0,2 years
28032.0,5000,5000,15.99%,36 months,debt_consolidation,5.26%,AL,MORTGAGE,2416.67,665-669,5,1620,0.0,6 years
24454.0,2500,2500,10.59%,60 months,other,2.15%,MD,OWN,3958.0,745-749,4,3417,0.0,2 years
44163.0,16000,16000,16.29%,60 months,debt_consolidation,5.76%,NC,MORTGAGE,5083.33,710-714,7,8729,1.0,10+ years
89884.0,25000,25000,15.31%,60 months,debt_consolidation,3.98%,NY,RENT,5666.67,745-749,6,11079,0.0,3 years
28601.0,2000,2000,16.89%,36 months,other,11.91%,AR,RENT,3400.0,660-664,3,747,3.0,10+ years
99913.0,2200,2200,10.16%,36 months,major_purchase,24.15%,GA,MORTGAGE,3400.0,730-734,6,1453,0.0,5 years
7880.0,14000,13825,10.25%,36 months,debt_consolidation,9.26%,GA,MORTGAGE,8333.33,730-734,8,40267,1.0,10+ years
64020.0,3000,3000,13.11%,36 months,debt_consolidation,32.21%,SD,MORTGAGE,2583.33,670-674,13,6683,0.0,1 year
36527.0,11425,11400,9.91%,36 months,debt_consolidation,19.47%,FL,MORTGAGE,4750.0,730-734,9,6359,3.0,8 years
72604.0,17325,17325,17.27%,60 months,debt_consolidation,30.24%,CA,RENT,3750.0,705-709,13,31362,1.0,9 years
29547.0,5425,5425,8.49%,36 months,debt_consolidation,21.16%,WV,MORTGAGE,6333.33,730-734,21,25996,3.0,10+ years
34331.0,3300,3300,11.71%,36 months,car,4.16%,FL,RENT,3730.0,700-704,7,3675,1.0,1 year
94232.0,2000,2000,17.27%,36 months,home_improvement,20.51%,GA,MORTGAGE,3750.0,670-674,10,1371,1.0,7 years
98787.0,26500,26500,13.11%,36 months,home_improvement,13.99%,CA,RENT,5833.33,745-749,8,64504,2.0,5 years
52440.0,17975,17975,18.55%,36 months,debt_consolidation,18.55%,FL,RENT,4833.33,670-674,10,17448,0.0,7 years
2443.0,15000,14925.21,13.47%,36 months,debt_consolidation,14.06%,NY,RENT,4458.33,700-704,15,7701,1.0,6 years
52407.0,16400,16350,13.99%,60 months,debt_consolidation,23.60%,FL,RENT,3500.0,725-729,11,16693,1.0,5 years
46391.0,13500,13500,13.99%,60 months,debt_consolidation,12.59%,OR,MORTGAGE,8833.33,700-704,11,18978,0.0,2 years
32183.0,12000,12000,15.27%,36 months,debt_consolidation,3.90%,AZ,RENT,7083.33,670-674,7,6040,1.0,2 years
52061.0,16750,16750,21.48%,60 months,debt_consolidation,21.88%,HI,RENT,2833.33,665-669,12,7903,0.0,3 years
5531.0,8000,8000,12.18%,36 months,major_purchase,1.24%,MA,RENT,1125.0,745-749,2,707,0.0,2 years
51087.0,10000,10000,9.76%,36 months,debt_consolidation,14.08%,LA,MORTGAGE,5416.67,710-714,8,10560,0.0,3 years
11132.0,10000,10000,15.21%,36 months,debt_consolidation,10.93%,CA,RENT,7083.0,670-674,13,11890,0.0,3 years
7752.0,5525,5525,13.85%,36 months,credit_card,21.03%,CA,MORTGAGE,6620.0,720-724,8,37573,2.0,10+ years
30788.0,17200,17200,19.69%,60 months,home_improvement,9.95%,CO,RENT,3666.67,705-709,4,2117,3.0,2 years
77919.0,19600,19575,16.29%,36 months,other,29.38%,NY,RENT,4166.67,680-684,17,22053,1.0,3 years
4841.0,4000,4000,11.48%,36 months,debt_consolidation,22.93%,TX,MORTGAGE,3833.33,715-719,9,0,0.0,2 years
48151.0,13000,13000,13.11%,36 months,debt_consolidation,10.58%,NH,RENT,5000.0,735-739,3,11090,1.0,1 year
647.0,25000,5640.7,10.08%,36 months,home_improvement,10.42%,MA,MORTGAGE,7916.67,755-759,23,16386,0.0,4 years
9495.0,20000,19900,10.25%,36 months,wedding,11.35%,NY,RENT,7083.33,750-754,14,18196,0.0,3 years
92367.0,27575,27575,17.27%,60 months,debt_consolidation,18.28%,WA,MORTGAGE,7833.33,680-684,20,28055,2.0,7 years
100674.0,24000,24000,14.33%,36 months,debt_consolidation,15.86%,CA,MORTGAGE,7500.0,670-674,5,2426,0.0,10+ years
62867.0,7000,7000,18.49%,36 months,wedding,15.92%,IL,RENT,5000.0,660-664,11,13665,1.0,5 years
32444.0,12000,11975,16.77%,60 months,debt_consolidation,10.71%,MD,MORTGAGE,3500.0,685-689,6,26874,0.0,10+ years
33119.0,14000,14000,19.03%,60 months,debt_consolidation,13.52%,CA,MORTGAGE,3616.0,670-674,9,13923,0.0,2 years
4730.0,10000,9975,11.14%,36 months,debt_consolidation,12.92%,CA,RENT,2500.0,725-729,8,14257,0.0,3 years
84738.0,7750,7750,6.03%,36 months,debt_consolidation,22.01%,CO,RENT,4766.67,780-784,14,4667,3.0,6 years
