Age,Job,Marital_Status,Education,Default_Credit,Housing_Loan,Personal_Loan,Subscribed
33,unemployed,divorced,Professional_Education,no,yes,no,no
43,technician,married,Professional_Education,no,no,no,no
38,admin.,married,Tertiary_Education,no,no,yes,no
36,management,married,Tertiary_Education,no,yes,no,no
32,technician,married,Professional_Education,no,yes,no,no
47,admin.,married,Tertiary_Education,no,no,yes,no
33,blue-collar,married,Secondary_Education,no,no,yes,no
47,technician,married,Professional_Education,no,no,no,no
38,blue-collar,married,Professional_Education,no,no,no,no
31,admin.,married,Secondary_Education,no,yes,no,no
35,blue-collar,married,Primary_Education,no,no,no,no
58,retired,married,Primary_Education,no,yes,no,no
30,technician,single,Professional_Education,no,no,no,no
33,technician,married,Tertiary_Education,no,no,no,no
32,admin.,single,Tertiary_Education,no,yes,no,no
28,entrepreneur,married,Secondary_Education,no,yes,no,yes
30,self-employed,single,Tertiary_Education,no,no,yes,no
37,management,married,Tertiary_Education,no,no,no,yes
50,services,divorced,Secondary_Education,no,no,no,no
40,admin.,married,Tertiary_Education,no,yes,no,no
43,admin.,single,Secondary_Education,no,no,yes,no
44,technician,married,Professional_Education,no,yes,no,no
55,retired,married,Professional_Education,no,no,yes,no
33,technician,single,Professional_Education,no,yes,no,no
54,technician,married,Professional_Education,no,yes,no,no
53,blue-collar,married,Secondary_Education,no,no,yes,no
41,admin.,divorced,Secondary_Education,no,yes,no,no
52,blue-collar,divorced,Secondary_Education,no,no,no,yes
27,services,single,Secondary_Education,no,yes,no,no
28,technician,single,Professional_Education,no,no,yes,no
59,blue-collar,married,Primary_Education,no,yes,no,no
41,services,married,Secondary_Education,no,yes,no,no
32,blue-collar,married,Secondary_Education,no,yes,yes,no
35,technician,married,Professional_Education,no,yes,no,no
52,technician,married,Secondary_Education,no,no,no,no
47,technician,married,Professional_Education,no,yes,no,no
37,services,divorced,Secondary_Education,no,yes,no,no
32,self-employed,married,Secondary_Education,no,yes,yes,no
39,blue-collar,married,Secondary_Education,no,yes,yes,no
33,admin.,married,Tertiary_Education,no,no,yes,no
36,entrepreneur,single,Tertiary_Education,no,no,no,no
50,entrepreneur,married,Tertiary_Education,no,no,no,no
37,admin.,single,Secondary_Education,no,yes,yes,no
30,entrepreneur,married,Professional_Education,no,yes,no,yes
30,self-employed,single,Tertiary_Education,no,yes,no,yes
33,admin.,married,Secondary_Education,no,no,no,no
50,admin.,married,Secondary_Education,no,yes,no,no
29,services,married,Secondary_Education,no,no,no,no
46,services,married,Professional_Education,no,no,no,no
22,services,single,Primary_Education,no,yes,no,no
45,management,married,Tertiary_Education,no,yes,no,no
47,admin.,married,Tertiary_Education,no,yes,no,no
37,technician,married,Tertiary_Education,no,yes,no,no
37,technician,married,Professional_Education,no,no,no,no
51,services,married,Secondary_Education,no,no,no,no
55,technician,married,Secondary_Education,no,yes,no,no
28,admin.,married,Secondary_Education,no,yes,no,no
43,technician,married,Professional_Education,no,yes,no,no
32,services,married,Secondary_Education,no,no,no,no
43,admin.,married,Tertiary_Education,no,yes,no,no
56,retired,married,Primary_Education,no,no,no,no
26,blue-collar,married,Secondary_Education,no,yes,no,no
26,admin.,married,Secondary_Education,no,yes,no,no
36,self-employed,married,Tertiary_Education,no,yes,no,no
38,admin.,married,Tertiary_Education,no,no,no,no
39,admin.,married,Secondary_Education,no,no,no,no
54,admin.,divorced,Tertiary_Education,no,no,no,no
29,admin.,single,Tertiary_Education,no,no,no,no
33,admin.,single,Tertiary_Education,no,yes,no,no
29,student,married,Secondary_Education,no,no,yes,no
27,technician,single,Secondary_Education,no,no,no,no
34,entrepreneur,single,Professional_Education,no,no,no,no
28,services,single,Secondary_Education,no,no,no,no
35,admin.,married,Tertiary_Education,no,no,yes,no
35,self-employed,married,Secondary_Education,no,yes,no,no
41,management,married,Primary_Education,no,no,yes,no
36,admin.,single,Tertiary_Education,no,no,no,no
37,admin.,married,Tertiary_Education,no,no,no,no
37,technician,married,Secondary_Education,no,yes,no,no
39,admin.,married,Tertiary_Education,no,no,no,no
30,blue-collar,married,Primary_Education,no,no,no,no
39,entrepreneur,married,Secondary_Education,no,no,no,no
40,services,single,Secondary_Education,no,no,no,no
52,unemployed,married,Secondary_Education,no,yes,no,no
43,blue-collar,married,Primary_Education,no,yes,no,no
31,management,married,Secondary_Education,no,yes,yes,no
42,unemployed,married,Professional_Education,no,yes,no,no
26,admin.,single,Primary_Education,no,yes,yes,no
39,services,married,Secondary_Education,no,no,no,no
42,management,married,Secondary_Education,no,yes,no,no
44,services,single,Secondary_Education,no,no,no,no
30,blue-collar,divorced,Secondary_Education,no,yes,no,no
35,unemployed,divorced,Primary_Education,no,yes,yes,no
37,technician,single,Tertiary_Education,no,yes,no,no
24,admin.,single,Tertiary_Education,no,yes,no,no
32,technician,divorced,Professional_Education,no,yes,no,no
36,admin.,single,Secondary_Education,no,yes,no,no
44,admin.,divorced,Secondary_Education,no,no,no,no
46,blue-collar,divorced,Primary_Education,no,yes,no,no
45,management,married,Tertiary_Education,no,yes,no,no
29,technician,divorced,Tertiary_Education,no,no,yes,no
37,blue-collar,single,Tertiary_Education,no,no,no,no
55,housemaid,married,Tertiary_Education,no,yes,no,no
38,blue-collar,divorced,Primary_Education,no,yes,no,no
59,admin.,married,Tertiary_Education,no,yes,no,no
58,blue-collar,married,Secondary_Education,no,no,no,no
54,blue-collar,married,Secondary_Education,no,yes,yes,no
43,services,married,Secondary_Education,no,no,no,no
36,admin.,divorced,Secondary_Education,no,yes,no,no
28,admin.,single,Secondary_Education,no,no,no,no
46,technician,divorced,Professional_Education,no,no,no,no
31,blue-collar,married,Secondary_Education,no,no,yes,no
38,blue-collar,married,Secondary_Education,no,no,yes,no
50,services,married,Secondary_Education,no,yes,yes,no
39,services,single,Secondary_Education,no,yes,no,no
34,technician,married,Tertiary_Education,no,yes,no,no
30,management,single,Tertiary_Education,no,yes,no,no
51,technician,married,Secondary_Education,no,no,yes,no
26,admin.,single,Secondary_Education,no,no,no,no
35,admin.,married,Tertiary_Education,no,yes,no,no
24,entrepreneur,married,Tertiary_Education,no,yes,yes,no
51,blue-collar,divorced,Primary_Education,no,no,no,no
31,unemployed,divorced,Primary_Education,no,yes,no,no
30,student,single,Tertiary_Education,no,yes,no,no
46,unemployed,divorced,Secondary_Education,no,no,no,no
44,admin.,single,Secondary_Education,no,no,no,no
38,blue-collar,married,Primary_Education,no,no,no,no
30,admin.,married,Tertiary_Education,no,no,yes,no
33,blue-collar,single,Secondary_Education,no,yes,no,no
31,blue-collar,single,Secondary_Education,no,no,no,no
36,blue-collar,single,Secondary_Education,no,yes,no,yes
30,services,married,Secondary_Education,no,yes,no,no
29,technician,single,Secondary_Education,no,no,no,no
37,management,married,Tertiary_Education,no,yes,no,no
34,admin.,married,Tertiary_Education,no,yes,no,no
42,technician,married,Primary_Education,no,yes,no,no
31,technician,married,Professional_Education,no,no,no,yes
38,admin.,single,Tertiary_Education,no,yes,no,no
30,blue-collar,married,Primary_Education,no,no,no,no
25,blue-collar,single,Secondary_Education,no,no,no,no
25,services,single,Professional_Education,no,no,no,no
28,admin.,single,Tertiary_Education,no,no,no,no
35,technician,single,Professional_Education,no,no,no,no
34,services,married,Secondary_Education,no,no,no,no
31,services,married,Secondary_Education,no,yes,no,no
35,technician,married,Professional_Education,no,no,no,yes
56,management,married,Tertiary_Education,no,no,no,no
31,services,single,Primary_Education,no,no,no,no
41,blue-collar,divorced,Primary_Education,no,yes,no,no
33,admin.,single,Secondary_Education,no,no,yes,no
32,blue-collar,married,Secondary_Education,no,no,no,no
41,blue-collar,married,Primary_Education,no,no,no,no
29,admin.,married,Secondary_Education,no,no,yes,no
41,admin.,divorced,Secondary_Education,no,yes,no,no
36,services,single,Secondary_Education,no,no,no,no
35,technician,married,Professional_Education,no,no,no,no
43,blue-collar,married,Primary_Education,no,no,no,no
32,services,married,Secondary_Education,no,yes,no,no
41,services,married,Secondary_Education,no,yes,no,no
25,admin.,single,Secondary_Education,no,yes,no,no
36,admin.,married,Secondary_Education,no,yes,no,no
36,admin.,married,Secondary_Education,no,yes,no,no
42,admin.,divorced,Tertiary_Education,no,no,no,no
35,entrepreneur,single,Professional_Education,no,no,no,no
50,management,married,Tertiary_Education,no,yes,no,no
42,admin.,divorced,Tertiary_Education,no,yes,no,no
32,admin.,married,Secondary_Education,no,yes,no,no
32,admin.,married,Secondary_Education,no,no,no,no
39,blue-collar,divorced,Secondary_Education,no,yes,no,no
43,blue-collar,married,Primary_Education,no,yes,no,yes
39,blue-collar,divorced,Secondary_Education,no,yes,no,no
41,services,married,Secondary_Education,no,yes,no,no
34,admin.,single,Secondary_Education,no,no,yes,no
36,admin.,married,Secondary_Education,no,yes,yes,no
28,services,single,Secondary_Education,no,no,no,no
49,housemaid,divorced,Primary_Education,no,no,no,no
31,blue-collar,married,Secondary_Education,no,no,no,no
25,housemaid,married,Primary_Education,no,no,no,no
29,management,married,Tertiary_Education,no,no,no,yes
31,admin.,married,Secondary_Education,no,yes,no,no
27,technician,married,Tertiary_Education,no,yes,yes,no
31,admin.,married,Secondary_Education,no,yes,no,no
28,admin.,single,Tertiary_Education,no,yes,no,no
28,management,single,Secondary_Education,no,no,no,no
26,blue-collar,married,Primary_Education,no,no,no,no
25,services,married,Secondary_Education,no,yes,no,no
28,blue-collar,married,Secondary_Education,no,no,no,no
33,admin.,married,Tertiary_Education,no,yes,no,no
55,management,single,Primary_Education,no,no,no,no
29,management,married,Tertiary_Education,no,no,no,no
28,blue-collar,married,Secondary_Education,no,yes,no,no
24,blue-collar,single,Primary_Education,no,no,no,yes
24,blue-collar,single,Primary_Education,no,no,no,no
20,services,single,Secondary_Education,no,yes,no,no
29,self-employed,married,Professional_Education,no,no,no,no
29,self-employed,married,Professional_Education,no,no,no,no
32,blue-collar,married,Primary_Education,no,no,no,no
32,blue-collar,married,Primary_Education,no,yes,yes,no
32,admin.,single,Tertiary_Education,no,no,no,no
37,technician,single,Tertiary_Education,no,no,no,no
36,blue-collar,married,Secondary_Education,no,no,no,no
55,management,single,Primary_Education,no,yes,no,no
29,admin.,single,Secondary_Education,no,yes,no,no
24,services,single,Secondary_Education,no,yes,no,no
24,services,single,Secondary_Education,no,yes,no,no
40,admin.,married,Tertiary_Education,no,no,no,no
41,services,married,Secondary_Education,no,yes,no,no
29,entrepreneur,single,Professional_Education,no,no,no,no
28,admin.,married,Tertiary_Education,no,no,no,no
57,unemployed,married,Secondary_Education,no,yes,no,no
57,housemaid,married,Primary_Education,no,no,no,no
38,blue-collar,married,Professional_Education,no,no,no,no
56,technician,single,Tertiary_Education,no,yes,no,no
52,services,single,Secondary_Education,no,yes,no,no
25,technician,married,Professional_Education,no,yes,no,no
31,housemaid,married,Professional_Education,no,yes,no,no
52,services,single,Secondary_Education,no,yes,no,no
32,student,single,Tertiary_Education,no,yes,no,no
31,entrepreneur,divorced,Secondary_Education,no,yes,no,no
28,management,married,Tertiary_Education,no,yes,no,yes
32,blue-collar,divorced,Secondary_Education,no,no,no,no
41,technician,single,Professional_Education,no,yes,no,yes
29,technician,divorced,Professional_Education,no,yes,no,no
39,management,married,Secondary_Education,no,no,no,no
42,management,married,Tertiary_Education,no,no,no,no
50,unemployed,married,Secondary_Education,no,no,no,no
34,blue-collar,married,Secondary_Education,no,no,no,no
32,blue-collar,single,Secondary_Education,no,yes,no,no
44,entrepreneur,married,Professional_Education,no,no,yes,no
48,technician,divorced,Tertiary_Education,no,yes,no,no
41,self-employed,married,Secondary_Education,no,yes,no,no
32,technician,married,Professional_Education,no,no,no,no
27,admin.,single,Tertiary_Education,no,no,no,no
41,admin.,married,Tertiary_Education,no,yes,yes,no
54,unemployed,married,Secondary_Education,no,no,no,no
52,blue-collar,divorced,Secondary_Education,no,no,no,no
55,management,single,Primary_Education,no,yes,no,no
38,blue-collar,married,Secondary_Education,no,no,no,no
56,retired,married,Primary_Education,no,yes,no,no
41,services,married,Secondary_Education,no,yes,no,no
40,blue-collar,married,Secondary_Education,no,no,no,no
25,services,single,Secondary_Education,no,no,no,no
42,admin.,married,Primary_Education,no,yes,no,no
59,retired,married,Secondary_Education,no,yes,no,yes
24,technician,single,Professional_Education,no,yes,no,no
44,admin.,single,Secondary_Education,no,no,no,no
43,blue-collar,married,Secondary_Education,no,no,no,no
31,blue-collar,married,Secondary_Education,no,yes,no,yes
28,technician,single,Professional_Education,no,yes,no,no
33,blue-collar,married,Primary_Education,no,yes,no,no
47,admin.,married,Secondary_Education,no,yes,no,no
35,admin.,divorced,Tertiary_Education,no,yes,no,no
25,blue-collar,married,Secondary_Education,no,yes,no,no
26,technician,single,Professional_Education,no,no,no,no
42,entrepreneur,married,Professional_Education,no,no,no,no
43,management,married,Secondary_Education,no,no,no,no
29,technician,married,Professional_Education,no,no,no,no
29,blue-collar,married,Professional_Education,no,no,no,no
45,technician,divorced,Professional_Education,no,yes,no,no
38,blue-collar,married,Primary_Education,no,yes,no,no
33,entrepreneur,married,Tertiary_Education,no,yes,yes,no
33,blue-collar,married,Primary_Education,no,yes,no,no
43,management,divorced,Tertiary_Education,no,no,no,no
39,blue-collar,divorced,Secondary_Education,no,yes,no,no
36,admin.,single,Tertiary_Education,no,no,no,no
31,services,single,Secondary_Education,no,no,no,no
51,management,married,Secondary_Education,no,no,no,no
28,management,married,Tertiary_Education,no,no,no,yes
41,blue-collar,married,Secondary_Education,no,no,no,no
44,technician,married,Secondary_Education,no,yes,yes,no
57,retired,divorced,Professional_Education,no,no,no,no
49,admin.,married,Secondary_Education,no,yes,no,no
36,blue-collar,married,Secondary_Education,no,no,no,no
51,management,married,Tertiary_Education,no,no,no,no
45,admin.,married,Secondary_Education,no,no,no,no
43,blue-collar,single,Secondary_Education,no,yes,no,no
23,blue-collar,single,Secondary_Education,no,yes,no,no
26,admin.,single,Secondary_Education,no,no,no,no
33,self-employed,married,Tertiary_Education,no,no,no,no
28,admin.,single,Tertiary_Education,no,yes,no,no
28,blue-collar,married,Primary_Education,no,no,no,yes
54,management,married,Primary_Education,no,no,no,no
35,admin.,married,Secondary_Education,no,yes,no,no
60,retired,married,Secondary_Education,no,yes,no,no
49,technician,married,Secondary_Education,no,no,no,no
56,retired,married,Primary_Education,no,no,no,no
33,admin.,married,Secondary_Education,no,no,no,no
28,student,single,Secondary_Education,no,yes,yes,no
60,admin.,married,Tertiary_Education,no,no,no,yes
34,admin.,married,Secondary_Education,no,no,no,no
39,management,single,Tertiary_Education,no,yes,no,no
40,admin.,single,Tertiary_Education,no,no,no,no
56,entrepreneur,married,Tertiary_Education,no,yes,yes,no
33,admin.,single,Professional_Education,no,no,no,no
40,admin.,married,Secondary_Education,no,no,no,no
58,entrepreneur,married,Primary_Education,no,no,no,no
40,blue-collar,divorced,Secondary_Education,no,no,no,no
46,admin.,single,Tertiary_Education,no,yes,no,no
26,admin.,single,Tertiary_Education,no,no,no,no
36,student,single,Secondary_Education,no,yes,no,no
32,technician,married,Tertiary_Education,no,no,no,no
59,retired,married,Secondary_Education,no,no,no,no
47,management,divorced,Tertiary_Education,no,no,no,no
41,self-employed,married,Secondary_Education,no,no,no,no
47,admin.,divorced,Secondary_Education,no,no,no,no
30,blue-collar,married,Secondary_Education,no,no,no,no
30,admin.,married,Tertiary_Education,no,no,no,no
33,self-employed,single,Tertiary_Education,no,no,no,no
35,blue-collar,married,Primary_Education,no,no,no,no
58,self-employed,divorced,Professional_Education,no,no,no,no
47,admin.,divorced,Secondary_Education,no,yes,no,yes
46,blue-collar,married,Primary_Education,no,no,no,no
58,self-employed,divorced,Professional_Education,no,yes,no,no
43,services,married,Secondary_Education,no,yes,no,no
47,admin.,married,Professional_Education,no,no,no,no
49,services,married,Secondary_Education,no,no,no,no
54,retired,divorced,Primary_Education,no,no,no,no
41,services,divorced,Secondary_Education,no,no,no,no
36,admin.,married,Tertiary_Education,no,yes,no,no
51,technician,married,Professional_Education,no,yes,no,no
41,unemployed,married,Professional_Education,no,yes,no,no
42,technician,married,Secondary_Education,no,no,no,no
52,management,divorced,Tertiary_Education,no,no,no,no
29,admin.,married,Tertiary_Education,no,no,yes,no
46,services,married,Secondary_Education,no,no,no,no
42,technician,single,Secondary_Education,no,no,no,no
48,admin.,single,Tertiary_Education,no,yes,no,no
27,technician,single,Professional_Education,no,no,no,no
32,self-employed,single,Secondary_Education,no,no,no,no
35,admin.,married,Tertiary_Education,no,no,no,no
32,services,married,Secondary_Education,no,no,no,no
35,admin.,married,Secondary_Education,no,no,no,no
47,management,married,Primary_Education,no,no,yes,no
35,admin.,married,Secondary_Education,no,no,yes,no
53,admin.,single,Secondary_Education,no,no,no,no
37,technician,married,Professional_Education,no,no,no,no
42,admin.,married,Primary_Education,no,no,no,no
53,admin.,single,Secondary_Education,no,no,no,no
35,technician,married,Professional_Education,no,no,no,no
55,admin.,married,Secondary_Education,no,yes,no,no
37,technician,single,Professional_Education,no,no,no,no
44,admin.,married,Tertiary_Education,no,no,no,no
34,admin.,married,Secondary_Education,no,no,no,no
45,admin.,married,Secondary_Education,no,no,no,no
33,technician,married,Professional_Education,no,yes,no,no
41,admin.,married,Tertiary_Education,no,yes,yes,no
30,admin.,married,Secondary_Education,no,no,no,no
45,services,married,Primary_Education,no,yes,yes,no
38,technician,single,Professional_Education,no,no,no,no
43,admin.,married,Tertiary_Education,no,no,no,no
34,blue-collar,married,Secondary_Education,no,yes,no,no
44,blue-collar,married,Primary_Education,no,no,no,no
54,admin.,married,Secondary_Education,no,no,no,no
46,entrepreneur,married,Secondary_Education,no,no,no,no
36,management,divorced,Tertiary_Education,no,no,no,no
34,technician,single,Tertiary_Education,no,no,no,no
33,services,married,Tertiary_Education,no,no,no,no
49,technician,married,Professional_Education,no,no,no,no
49,services,married,Secondary_Education,no,no,yes,no
34,admin.,single,Secondary_Education,no,yes,no,no
49,admin.,divorced,Secondary_Education,no,no,no,no
57,admin.,married,Tertiary_Education,no,no,yes,no
47,blue-collar,married,Primary_Education,no,yes,no,no
40,management,married,Tertiary_Education,no,no,no,no
30,admin.,married,Secondary_Education,no,no,no,no
33,management,married,Tertiary_Education,no,no,yes,no
36,admin.,married,Secondary_Education,no,no,no,no
38,technician,divorced,Professional_Education,no,no,no,no
55,retired,divorced,Professional_Education,no,no,no,no
43,unemployed,married,Professional_Education,no,yes,no,no
37,technician,single,Secondary_Education,no,no,no,no
31,blue-collar,married,Secondary_Education,no,no,no,no
24,technician,married,Professional_Education,no,no,no,no
58,technician,married,Secondary_Education,no,no,no,no
29,blue-collar,single,Secondary_Education,no,yes,no,yes
23,services,single,Secondary_Education,no,no,no,no
45,technician,divorced,Tertiary_Education,no,yes,yes,no
29,admin.,single,Secondary_Education,no,yes,no,no
36,blue-collar,married,Secondary_Education,no,yes,no,no
38,admin.,married,Secondary_Education,no,no,no,no
38,admin.,married,Secondary_Education,no,yes,no,no
52,services,divorced,Secondary_Education,no,yes,no,no
38,admin.,married,Secondary_Education,no,yes,yes,yes
28,blue-collar,married,Secondary_Education,no,no,no,no
53,technician,married,Tertiary_Education,no,no,no,no
40,admin.,married,Tertiary_Education,no,no,no,no
49,management,married,Tertiary_Education,no,no,no,no
40,services,married,Secondary_Education,no,yes,yes,no
31,admin.,married,Secondary_Education,no,no,no,yes
36,blue-collar,single,Secondary_Education,no,no,yes,no
34,admin.,married,Secondary_Education,no,no,no,no
35,admin.,divorced,Tertiary_Education,no,yes,no,no
37,blue-collar,divorced,Secondary_Education,no,no,no,no
35,blue-collar,married,Secondary_Education,no,no,no,no
36,blue-collar,married,Primary_Education,no,no,no,no
49,management,married,Tertiary_Education,no,no,no,no
38,admin.,married,Tertiary_Education,no,no,no,no
39,admin.,single,Secondary_Education,no,no,no,no
36,blue-collar,married,Primary_Education,no,yes,no,no
33,blue-collar,single,Secondary_Education,no,no,no,no
57,retired,single,Primary_Education,no,yes,no,no
25,blue-collar,single,Secondary_Education,no,yes,no,no
23,blue-collar,single,Secondary_Education,no,no,no,no
31,technician,single,Tertiary_Education,no,no,no,no
51,blue-collar,married,Primary_Education,no,no,no,no
45,technician,married,Tertiary_Education,no,no,no,no
34,services,married,Primary_Education,no,no,no,no
31,entrepreneur,married,Secondary_Education,no,yes,no,no
37,management,married,Tertiary_Education,no,no,no,no
29,admin.,married,Secondary_Education,no,yes,no,no
60,entrepreneur,married,Primary_Education,no,no,no,no
43,admin.,married,Tertiary_Education,no,no,no,no
40,retired,married,Professional_Education,no,yes,no,no
37,blue-collar,married,Secondary_Education,no,yes,no,no
47,admin.,married,Tertiary_Education,no,no,no,no
37,blue-collar,married,Professional_Education,no,no,no,no
28,blue-collar,married,Secondary_Education,no,yes,no,no
28,blue-collar,married,Secondary_Education,no,no,no,no
25,blue-collar,single,Professional_Education,no,no,no,no
38,services,married,Secondary_Education,no,no,no,no
53,self-employed,divorced,Secondary_Education,no,yes,no,no
35,management,married,Secondary_Education,no,yes,no,no
45,management,single,Secondary_Education,no,yes,no,no
28,blue-collar,single,Secondary_Education,no,no,no,no
36,technician,single,Professional_Education,no,no,yes,no
45,management,single,Secondary_Education,no,yes,no,no
38,admin.,married,Tertiary_Education,no,no,no,no
46,services,married,Secondary_Education,no,no,yes,no
49,management,divorced,Tertiary_Education,no,no,no,no
53,technician,married,Professional_Education,no,no,no,no
42,technician,married,Primary_Education,no,no,no,no
26,blue-collar,single,Secondary_Education,no,yes,no,no
35,blue-collar,single,Primary_Education,no,yes,no,no
42,housemaid,married,Primary_Education,no,no,no,yes
60,management,married,Tertiary_Education,no,yes,no,no
56,retired,married,Primary_Education,no,no,no,no
31,blue-collar,married,Secondary_Education,no,no,no,no
42,management,married,Tertiary_Education,no,no,no,no
33,blue-collar,divorced,Secondary_Education,no,no,no,no
40,blue-collar,married,Primary_Education,no,no,no,no
52,blue-collar,married,Primary_Education,no,yes,no,no
34,blue-collar,married,Primary_Education,no,yes,yes,no
34,housemaid,single,Tertiary_Education,no,no,no,no
38,admin.,married,Secondary_Education,no,yes,no,no
29,admin.,single,Secondary_Education,no,yes,yes,no
37,blue-collar,married,Primary_Education,no,yes,no,no
28,technician,married,Secondary_Education,no,yes,no,no
37,technician,married,Professional_Education,no,yes,no,yes
39,technician,married,Professional_Education,no,yes,no,no
38,technician,married,Secondary_Education,no,no,no,no
52,services,divorced,Secondary_Education,no,no,no,no
25,blue-collar,single,Secondary_Education,no,yes,yes,no
31,technician,married,Secondary_Education,no,no,no,no
33,technician,divorced,Professional_Education,no,no,no,no
36,admin.,single,Tertiary_Education,no,yes,no,no
26,technician,single,Tertiary_Education,no,no,no,no
46,admin.,divorced,Tertiary_Education,no,yes,no,no
33,services,single,Secondary_Education,no,yes,no,no
40,technician,married,Professional_Education,no,no,no,no
41,blue-collar,married,Primary_Education,no,yes,no,no
41,housemaid,married,Secondary_Education,no,yes,yes,no
30,blue-collar,married,Secondary_Education,no,no,no,no
52,blue-collar,married,Secondary_Education,no,yes,yes,no
40,technician,married,Professional_Education,no,no,no,no
44,technician,married,Professional_Education,no,yes,no,no
35,management,married,Secondary_Education,no,yes,no,no
36,admin.,divorced,Tertiary_Education,no,yes,no,no
56,admin.,married,Secondary_Education,no,no,no,no
36,services,married,Secondary_Education,no,yes,no,no
47,services,divorced,Primary_Education,no,yes,no,no
50,technician,married,Primary_Education,no,yes,no,no
45,housemaid,divorced,Primary_Education,no,yes,yes,no
39,entrepreneur,married,Professional_Education,no,yes,no,no
38,admin.,single,Tertiary_Education,no,yes,no,no
51,admin.,married,Secondary_Education,no,no,no,no
31,services,single,Secondary_Education,no,no,yes,no
37,unemployed,single,Professional_Education,no,no,no,no
33,management,married,Tertiary_Education,no,no,yes,no
37,services,married,Secondary_Education,no,yes,yes,no
26,blue-collar,single,Secondary_Education,no,no,no,no
38,blue-collar,married,Primary_Education,no,yes,no,no
36,technician,married,Professional_Education,no,no,no,no
34,services,married,Secondary_Education,no,no,no,no
40,entrepreneur,married,Secondary_Education,no,yes,no,no
39,services,divorced,Primary_Education,no,no,no,no
31,admin.,single,Tertiary_Education,no,no,no,no
47,management,divorced,Tertiary_Education,no,yes,no,no
44,entrepreneur,married,Secondary_Education,no,no,no,no
30,blue-collar,single,Primary_Education,no,yes,no,no
40,blue-collar,married,Secondary_Education,no,yes,yes,no
40,entrepreneur,divorced,Tertiary_Education,no,yes,yes,no
41,management,married,Tertiary_Education,no,yes,yes,no
36,management,married,Tertiary_Education,no,yes,no,no
34,blue-collar,married,Primary_Education,no,yes,no,no
38,admin.,divorced,Tertiary_Education,no,no,no,no
38,services,married,Secondary_Education,no,no,no,no
32,services,married,Secondary_Education,no,yes,no,no
29,admin.,married,Tertiary_Education,no,no,no,no
47,technician,married,Professional_Education,no,yes,yes,no
47,admin.,married,Tertiary_Education,no,no,no,no
35,blue-collar,married,Primary_Education,no,no,no,no
45,blue-collar,married,Secondary_Education,no,no,yes,no
46,blue-collar,married,Primary_Education,no,no,no,no
39,blue-collar,married,Secondary_Education,no,yes,no,no
31,admin.,single,Tertiary_Education,no,no,no,no
49,management,married,Tertiary_Education,no,yes,no,no
38,admin.,single,Secondary_Education,no,no,no,no
48,blue-collar,married,Primary_Education,no,yes,no,no
48,blue-collar,married,Primary_Education,no,no,no,no
31,admin.,single,Tertiary_Education,no,yes,yes,no
47,blue-collar,divorced,Primary_Education,no,yes,no,no
49,admin.,divorced,Tertiary_Education,no,yes,no,no
51,management,married,Tertiary_Education,no,yes,no,no
36,self-employed,divorced,Primary_Education,no,no,no,no
29,blue-collar,single,Secondary_Education,no,no,no,no
40,self-employed,married,Professional_Education,no,yes,yes,yes
39,entrepreneur,married,Tertiary_Education,no,yes,no,no
29,blue-collar,single,Secondary_Education,no,no,no,no
52,entrepreneur,married,Secondary_Education,no,yes,no,no
37,services,married,Secondary_Education,no,no,no,no
34,management,married,Tertiary_Education,no,yes,no,no
35,entrepreneur,married,Tertiary_Education,no,no,no,no
34,admin.,married,Tertiary_Education,no,no,no,no
40,technician,married,Secondary_Education,no,yes,no,no
29,admin.,married,Tertiary_Education,no,yes,yes,no
40,blue-collar,married,Secondary_Education,no,no,no,no
37,housemaid,married,Secondary_Education,no,no,yes,no
40,management,married,Tertiary_Education,no,no,no,no
57,management,married,Tertiary_Education,no,no,no,no
37,technician,married,Primary_Education,no,yes,no,no
40,technician,divorced,Tertiary_Education,no,yes,yes,no
50,services,divorced,Professional_Education,no,yes,no,no
34,admin.,divorced,Secondary_Education,no,yes,no,no
46,blue-collar,married,Primary_Education,no,no,no,no
48,blue-collar,married,Secondary_Education,no,no,no,no
53,self-employed,divorced,Secondary_Education,no,no,no,no
30,technician,married,Professional_Education,no,no,no,no
32,services,single,Primary_Education,no,yes,no,no
46,entrepreneur,divorced,Secondary_Education,no,no,no,no
49,admin.,divorced,Secondary_Education,no,yes,no,no
37,entrepreneur,married,Tertiary_Education,no,no,no,no
24,entrepreneur,single,Secondary_Education,no,yes,no,no
57,retired,married,Secondary_Education,no,yes,yes,no
47,services,married,Secondary_Education,no,yes,no,no
47,services,married,Primary_Education,no,no,no,no
48,blue-collar,married,Primary_Education,no,no,no,no
36,services,married,Secondary_Education,no,no,no,no
32,blue-collar,married,Secondary_Education,no,yes,no,no
26,management,single,Tertiary_Education,no,no,no,no
37,services,single,Tertiary_Education,no,no,no,no
52,admin.,divorced,Tertiary_Education,no,yes,no,no
60,retired,divorced,Tertiary_Education,no,yes,no,no
45,management,married,Secondary_Education,no,yes,no,no
40,admin.,married,Secondary_Education,no,no,no,no
36,admin.,married,Tertiary_Education,no,yes,yes,no
35,technician,married,Professional_Education,no,yes,no,no
38,admin.,single,Secondary_Education,no,no,yes,no
43,unemployed,married,Professional_Education,no,no,no,no
52,blue-collar,married,Secondary_Education,no,no,no,no
28,student,single,Professional_Education,no,no,no,no
36,housemaid,married,Secondary_Education,no,yes,no,no
