Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,,Price
Carnegie,3/35 Moonya Rd,2,u,PI,Ray,10/9/2016,11.4,3163,2,1,1,109,,,Glen Eira,-37.8971,145.0597,Southern Metropolitan,,545000
Carnegie,1/38 Neville St,3,u,S,Woodards,10/9/2016,11.4,3163,3,1,2,0,170,1925,Glen Eira,-37.8977,145.0493,Southern Metropolitan,,1170000
Carnegie,4 Vine Gr,4,h,S,Gary,10/9/2016,11.4,3163,3,2,2,687,237,1983,Glen Eira,-37.8931,145.0479,Southern Metropolitan,,1830000
Carnegie,12/66 Woornack Rd,1,u,PI,hockingstuart,10/9/2016,11.4,3163,1,1,1,0,34,1960,Glen Eira,-37.8982,145.0625,Southern Metropolitan,,250000
Carnegie,2/33 Oakleigh Rd,2,t,S,hockingstuart,10/12/2016,11.4,3163,2,2,1,166,170,2009,Glen Eira,-37.8982,145.0488,Southern Metropolitan,,930000
Carnegie,2/22 Kokaribb Rd,2,u,S,Ray,11/2/2017,11.4,3163,2,1,1,0,56,1970,Glen Eira,-37.8881,145.0558,Southern Metropolitan,,465000
Carnegie,14 Emily St,3,h,S,Ray,11/3/2017,11.4,3163,3,2,2,721,,,Glen Eira,-37.8909,145.0648,Southern Metropolitan,,1646000
Carnegie,19/225 Koornang Rd,2,u,VB,Ray,12/6/2016,11.4,3163,2,1,1,0,,,Glen Eira,-37.8936,145.056,Southern Metropolitan,,460000
Carnegie,90 Truganini Rd,4,h,VB,hockingstuart,12/11/2016,11.4,3163,4,2,2,757,133,1930,Glen Eira,-37.8925,145.0541,Southern Metropolitan,,1550000
Carnegie,2/25 El Nido Gr,2,t,SA,Ray,13/08/2016,11.4,3163,2,1,1,144,96,2000,Glen Eira,-37.892,145.0482,Southern Metropolitan,,707000
Carnegie,4/299 Koornang Rd,2,u,S,hockingstuart,13/08/2016,11.4,3163,2,2,1,0,86,1993,Glen Eira,-37.9,145.0548,Southern Metropolitan,,804000
Carnegie,52 Emily St,3,h,S,Woodards,14/05/2016,11.4,3163,3,2,1,588,,,Glen Eira,-37.8937,145.0648,Southern Metropolitan,,1200000
Carnegie,6 Longstaff St,4,h,S,Gary,14/05/2016,11.4,3163,3,2,1,598,201,1970,Glen Eira,-37.9037,145.0588,Southern Metropolitan,,1501000
Carnegie,215 Neerim Rd,3,h,VB,Gary,14/05/2016,11.4,3163,3,1,1,586,,,Glen Eira,-37.888,145.0505,Southern Metropolitan,,950000
Carnegie,1/108 Truganini Rd,3,t,PI,Marshall,14/05/2016,11.4,3163,3,2,2,325,223,2005,Glen Eira,-37.8933,145.0546,Southern Metropolitan,,970000
Carnegie,8/48 Moonya Rd,1,u,S,Thomson,15/10/2016,11.4,3163,1,1,1,0,,,Glen Eira,-37.8968,145.0609,Southern Metropolitan,,345000
Carnegie,25 Arawatta St,2,h,S,Jellis,16/04/2016,11.4,3163,2,1,1,211,102,2002,Glen Eira,-37.8856,145.0599,Southern Metropolitan,,817500
Carnegie,48 Lyons St,4,h,PI,Ray,16/04/2016,11.4,3163,4,2,2,557,200,1938,Glen Eira,-37.8955,145.0515,Southern Metropolitan,,1450000
Carnegie,51 Mimosa Rd,3,h,PI,Ray,16/04/2016,11.4,3163,3,2,1,390,,,Glen Eira,-37.8905,145.0518,Southern Metropolitan,,1000000
Carnegie,2/79 Mimosa Rd,2,t,S,Gary,16/04/2016,11.4,3163,2,1,1,158,106,1994,Glen Eira,-37.8886,145.052,Southern Metropolitan,,855000
Carnegie,2/61 Moonya Rd,2,h,S,Gary,16/04/2016,11.4,3163,2,1,1,0,90,1968,Glen Eira,-37.8973,145.0625,Southern Metropolitan,,675000
Carnegie,4/39 Kokaribb Rd,2,u,SP,Woodards,16/07/2016,11.4,3163,2,1,1,133,71,2011,Glen Eira,-37.89,145.0559,Southern Metropolitan,,588000
Carnegie,1/60 Mimosa Rd,2,u,S,Woodards,16/07/2016,11.4,3163,2,1,1,0,73,1970,Glen Eira,-37.8897,145.0524,Southern Metropolitan,,455000
Carnegie,9/314 Neerim Rd,3,u,S,Thomson,16/07/2016,11.4,3163,3,1,2,0,,,Glen Eira,-37.8893,145.0589,Southern Metropolitan,,602500
Carnegie,10/81 Koornang Rd,2,u,S,Ray,17/09/2016,11.4,3163,4,2,1,0,,,Glen Eira,-37.8873,145.0572,Southern Metropolitan,,662000
Carnegie,33 McLaurin Rd,3,h,S,hockingstuart,17/09/2016,11.4,3163,3,2,2,554,,,Glen Eira,-37.8934,145.0599,Southern Metropolitan,,1420000
Carnegie,2/59 Moonya Rd,3,u,SP,Woodards,17/09/2016,11.4,3163,3,2,1,283,250,2005,Glen Eira,-37.8974,145.0622,Southern Metropolitan,,920000
Carnegie,35 Hunter St,3,h,S,Ray,18/03/2017,11.4,3163,3,1,1,620,,,Glen Eira,-37.9031,145.0578,Southern Metropolitan,,1287000
Carnegie,1/12 Kokaribb Rd,2,u,S,Property,18/06/2016,11.4,3163,2,1,1,103,82,1970,Glen Eira,-37.8873,145.0559,Southern Metropolitan,,656000
Carnegie,2 Kokaribb Rd,2,h,S,hockingstuart,18/06/2016,11.4,3163,2,1,1,264,110,1930,Glen Eira,-37.8864,145.0561,Southern Metropolitan,,930000
Carnegie,2/11 Maroona Rd,2,u,S,hockingstuart,18/06/2016,11.4,3163,2,1,1,0,64,1970,Glen Eira,-37.8889,145.048,Southern Metropolitan,,415000
Carnegie,5/60 Woornack Rd,2,u,S,hockingstuart,18/06/2016,11.4,3163,2,1,1,174,80,1975,Glen Eira,-37.8978,145.062,Southern Metropolitan,,650000
Carnegie,1/3 Coorigil Rd,3,h,S,Woodards,19/11/2016,11.4,3163,3,2,2,282,182,2010,Glen Eira,-37.8953,145.0567,Southern Metropolitan,,1360000
Carnegie,9/45 Coorigil Rd,2,u,SP,Woodards,19/11/2016,11.4,3163,2,1,1,0,,,Glen Eira,-37.8957,145.0599,Southern Metropolitan,,380000
Carnegie,2/300 Koornang Rd,2,u,S,Woodards,19/11/2016,11.4,3163,2,1,1,134,,1965,Glen Eira,-37.8987,145.0557,Southern Metropolitan,,765000
Carnegie,53 Moonya Rd,4,h,S,Woodards,19/11/2016,11.4,3163,4,3,4,838,,,Glen Eira,-37.8972,145.0617,Southern Metropolitan,,1423000
Carnegie,27 Morgan St,5,h,PI,Buxton,19/11/2016,11.4,3163,5,3,1,564,,1930,Glen Eira,-37.8957,145.0487,Southern Metropolitan,,1900000
Carnegie,2 Poplar Gr,2,h,S,Ray,19/11/2016,11.4,3163,2,1,2,316,2,,Glen Eira,-37.8854,145.0636,Southern Metropolitan,,907000
Carnegie,10/12 St Huberts Rd,1,u,S,hockingstuart,19/11/2016,11.4,3163,1,1,1,0,53,1980,Glen Eira,-37.8894,145.0508,Southern Metropolitan,,350000
Carnegie,39 Elimatta Rd,3,h,S,Ray,22/05/2016,11.4,3163,3,2,2,603,166,1945,Glen Eira,-37.9023,145.0568,Southern Metropolitan,,1430000
Carnegie,16a Blackwood St,2,u,S,Thomson,22/08/2016,11.4,3163,2,1,1,333,,,Glen Eira,-37.8867,145.0653,Southern Metropolitan,,983500
Carnegie,21 Edgewood St,3,h,S,Gary,22/08/2016,11.4,3163,3,2,1,371,167,1915,Glen Eira,-37.8871,145.052,Southern Metropolitan,,1490000
Carnegie,9/81 Koornang Rd,2,u,S,Ray,22/08/2016,11.4,3163,2,2,1,0,,2014,Glen Eira,-37.8873,145.0572,Southern Metropolitan,,572000
Carnegie,33b Emily St,3,h,S,Ray,23/04/2016,11.4,3163,3,2,2,0,,,Glen Eira,-37.8927,145.0644,Southern Metropolitan,,990000
Carnegie,1/52 Neville St,4,t,S,hockingstuart,23/04/2016,11.4,3163,4,3,2,305,,1996,Glen Eira,-37.8978,145.0506,Southern Metropolitan,,1100000
Carnegie,76 Oakleigh Rd,3,h,PI,Ray,23/04/2016,11.4,3163,3,1,1,604,120,1925,Glen Eira,-37.8993,145.0528,Southern Metropolitan,,1125000
Carnegie,2/47 Coorigil Rd,2,u,S,Noel,25/02/2017,11.4,3163,2,1,1,132,,1970,Glen Eira,-37.8959,145.06,Southern Metropolitan,,601000
Carnegie,68 Leila Rd,4,h,PI,Ray,25/02/2017,11.4,3163,4,3,3,650,,,Glen Eira,-37.9011,145.051,Southern Metropolitan,,1410000
Carnegie,1/15 Rosstown Rd,2,u,PI,Matthew,25/02/2017,11.4,3163,2,1,1,967,72,1970,Glen Eira,-37.8843,145.0531,Southern Metropolitan,,405000
Carnegie,73 Truganini Rd,4,h,PI,Marshall,25/02/2017,11.4,3163,4,2,2,595,221,1915,Glen Eira,-37.8916,145.0543,Southern Metropolitan,,1655000
Carnegie,83 Truganini Rd,3,h,S,Buxton,25/02/2017,11.4,3163,3,1,1,720,,,Glen Eira,-37.8922,145.0544,Southern Metropolitan,,1910000
Carnegie,3/16 Yendon Rd,3,t,S,Gary,25/02/2017,11.4,3163,3,1,1,111,116,1998,Glen Eira,-37.8889,145.0495,Southern Metropolitan,,808000
Carnegie,8 Yendon Rd,3,h,S,Woodards,25/02/2017,11.4,3163,3,1,1,376,,,Glen Eira,-37.8896,145.0492,Southern Metropolitan,,1252000
Carnegie,14/82 Coorigil Rd,2,u,VB,Thomson,26/07/2016,11.4,3163,2,1,1,0,68,1950,Glen Eira,-37.8959,145.0639,Southern Metropolitan,,370000
Carnegie,22 Neville St,4,h,S,Private/Tiernan's,26/07/2016,11.4,3163,3,2,3,932,270,1970,Glen Eira,-37.8975,145.0478,Southern Metropolitan,,1880000
Carnegie,86 Neville St,2,h,S,Woodards,26/07/2016,11.4,3163,2,1,2,543,544,,Glen Eira,-37.898,145.0528,Southern Metropolitan,,896000
Carnegie,48 Blackwood St,5,h,S,hockingstuart,27/06/2016,11.4,3163,4,2,2,366,,,Glen Eira,-37.8868,145.0625,Southern Metropolitan,,1802100
Carnegie,5/35 Moonya Rd,2,u,S,Australian,27/06/2016,11.4,3163,2,1,1,108,67,1970,Glen Eira,-37.8973,145.0596,Southern Metropolitan,,585000
Carnegie,5/102 Oakleigh Rd,2,u,S,Anderson,27/06/2016,11.4,3163,2,1,1,0,72,1970,Glen Eira,-37.8999,145.0575,Southern Metropolitan,,450000
Carnegie,2/94 Truganini Rd,2,u,S,Woodards,27/06/2016,11.4,3163,2,1,1,165,,1990,Glen Eira,-37.8927,145.0539,Southern Metropolitan,,737000
Carnegie,3/64 Woornack Rd,3,t,S,Buxton,27/06/2016,11.4,3163,3,1,2,277,135,1978,Glen Eira,-37.8978,145.0624,Southern Metropolitan,,860000
Carnegie,1/58 Coorigil Rd,2,u,S,Woodards,27/11/2016,11.4,3163,2,1,1,0,70,1973,Glen Eira,-37.8956,145.0613,Southern Metropolitan,,605000
Carnegie,14 Margaret St,2,h,S,hockingstuart,27/11/2016,11.4,3163,2,1,1,640,,1900,Glen Eira,-37.891,145.0636,Southern Metropolitan,,1300000
Carnegie,44 Blackwood St,4,h,S,hockingstuart,28/05/2016,11.4,3163,3,3,2,454,275,2000,Glen Eira,-37.8869,145.0628,Southern Metropolitan,,1518000
Carnegie,5/33 Gnarwyn Rd,2,u,S,Buxton,28/05/2016,11.4,3163,2,1,1,99,98,1965,Glen Eira,-37.8946,145.0588,Southern Metropolitan,,632500
Carnegie,6/7 Judd St,2,u,S,Gary,28/05/2016,11.4,3163,2,1,1,0,60,1980,Glen Eira,-37.8986,145.0567,Southern Metropolitan,,435000
Carnegie,15/225 Koornang Rd,2,u,S,Ray,28/08/2016,11.4,3163,2,1,1,912,75,2008,Glen Eira,-37.8936,145.056,Southern Metropolitan,,468250
Carnegie,26 Leila Rd,3,h,S,Woodards,28/08/2016,11.4,3163,2,2,1,817,130,1925,Glen Eira,-37.9007,145.047,Southern Metropolitan,,1716000
Carnegie,10/8 Anzac St,1,u,S,hockingstuart,30/07/2016,11.4,3163,1,1,1,0,,1968,Glen Eira,-37.886,145.0659,Southern Metropolitan,,270000
Carnegie,3/9 Maroona Rd,1,u,S,hockingstuart,30/07/2016,11.4,3163,1,1,1,0,48,1960,Glen Eira,-37.8887,145.048,Southern Metropolitan,,365000
Carnegie,3/12 St Huberts Rd,1,u,S,hockingstuart,30/07/2016,11.4,3163,1,1,1,0,,,Glen Eira,-37.8894,145.0508,Southern Metropolitan,,340000
Caulfield,6/5 Freeman St,2,u,S,Gary,3/9/2016,8.9,3162,2,1,1,0,100,1960,Glen Eira,-37.8865,145.0302,Southern Metropolitan,,722500
Caulfield,18 Ash Gr,4,t,SP,Gary,3/12/2016,8.9,3162,4,3,2,812,,,Glen Eira,-37.8864,145.0326,Southern Metropolitan,,1600000
Caulfield,190 Kambrook Rd,5,h,S,Gary,3/12/2016,8.9,3162,5,2,2,593,,,Glen Eira,-37.8849,145.0341,Southern Metropolitan,,1665000
Caulfield,2/19 Ash Gr,1,u,S,hockingstuart,4/3/2017,8.9,3162,1,1,1,820,,,Glen Eira,-37.8866,145.0322,Southern Metropolitan,,323000
Caulfield,4/14 Briggs St,2,u,VB,Gary,4/3/2017,8.9,3162,2,1,1,806,78,1960,Glen Eira,-37.8852,145.024,Southern Metropolitan,,550000
Caulfield,103/677 Glen Huntly Rd,2,u,SP,Gary,19/11/2016,8.9,3162,2,2,1,0,,,Glen Eira,-37.8862,145.0175,Southern Metropolitan,,638000
Caulfield,30 Pyne St,4,h,PI,Rodney,25/02/2017,8.9,3162,4,1,2,499,155,1920,Glen Eira,-37.8864,145.0242,Southern Metropolitan,,131000
Caulfield,3/97 Murray St,3,h,S,Gary,30/07/2016,8.9,3162,2,1,2,275,,,Glen Eira,-37.885,145.0189,Southern Metropolitan,,1090000
Caulfield North,14 Arthur St,3,h,S,McGrath,3/9/2016,8.1,3161,3,1,0,513,,,Glen Eira,-37.8678,145.027,Southern Metropolitan,,1365000
Caulfield North,452 Dandenong Rd,3,h,S,Marshall,3/9/2016,8.1,3161,3,2,2,692,313,1955,Glen Eira,-37.8629,145.019,Southern Metropolitan,,1750000
Caulfield North,12/378 Dandenong Rd,2,u,SP,Abercromby's,4/3/2017,8.1,3161,2,1,1,934,68,2012,Glen Eira,-37.8607,145.0116,Southern Metropolitan,,580000
Caulfield North,25 Malvern Gr,3,h,PI,Jellis,7/5/2016,8.1,3161,4,2,3,361,237,2014,Glen Eira,-37.8694,145.0296,Southern Metropolitan,,2005000
Caulfield North,5/698 Inkerman Rd,2,u,SP,hockingstuart,7/11/2016,8.1,3161,2,1,1,0,,1960,Glen Eira,-37.8694,145.0246,Southern Metropolitan,,523000
Caulfield North,9/400 Dandenong Rd,2,u,VB,Gary,10/9/2016,8.1,3161,2,1,1,0,56,2012,Glen Eira,-37.861,145.0136,Southern Metropolitan,,420000
Caulfield North,8/359 Balaclava Rd,1,u,VB,hockingstuart,10/12/2016,8.1,3161,1,1,1,952,43,1970,Glen Eira,-37.8744,145.0371,Southern Metropolitan,,290000
Caulfield North,3/374 Dandenong Rd,2,u,SP,Gary,10/12/2016,8.1,3161,2,1,1,0,,,Glen Eira,-37.8607,145.0112,Southern Metropolitan,,608000
Caulfield North,9/370 Orrong Rd,2,u,S,hockingstuart,12/11/2016,8.1,3161,2,1,1,0,67,,Glen Eira,-37.8625,145.0103,Southern Metropolitan,,570000
Caulfield North,7/19 Hawthorn Rd,2,u,S,Gary,13/08/2016,8.1,3161,2,1,1,0,,,Glen Eira,-37.8681,145.0258,Southern Metropolitan,,520500
Caulfield North,11 Arthur St,3,h,SP,Gary,15/10/2016,8.1,3161,3,1,0,270,139,1910,Glen Eira,-37.868,145.0269,Southern Metropolitan,,1400000
Caulfield North,28 Wanda Rd,4,h,S,Gary,15/10/2016,8.1,3161,4,2,2,723,,,Glen Eira,-37.8672,145.0225,Southern Metropolitan,,2830000
Caulfield North,13/378 Dandenong Rd,2,u,SP,Castran,17/09/2016,8.1,3161,2,2,2,0,,2011,Glen Eira,-37.8607,145.0116,Southern Metropolitan,,722000
Caulfield North,15/496 Dandenong Rd,2,u,S,Gary,18/03/2017,8.1,3161,2,1,1,1092,63,2014,Glen Eira,-37.8647,145.0232,Southern Metropolitan,,450000
Caulfield North,7 Cambridge St,3,h,S,Marshall,25/02/2017,8.1,3161,3,2,1,339,,,Glen Eira,-37.8622,145.0112,Southern Metropolitan,,1870000
Caulfield North,6/378 Dandenong Rd,2,u,PI,Castran,25/02/2017,8.1,3161,2,2,1,934,,,Glen Eira,-37.8607,145.0116,Southern Metropolitan,,622000
Caulfield North,1/13 Narong Rd,2,u,S,Gary,25/02/2017,8.1,3161,2,1,1,771,82,1960,Glen Eira,-37.8686,145.0239,Southern Metropolitan,,536000
Caulfield North,127 Normanby Rd,4,h,S,Marshall,25/02/2017,8.1,3161,4,2,3,836,,1910,Glen Eira,-37.8696,145.0323,Southern Metropolitan,,2625000
Caulfield North,1/355 Alma Rd,2,u,S,Gary,28/05/2016,8.1,3161,2,1,2,0,,,Glen Eira,-37.8652,145.0198,Southern Metropolitan,,570000
Caulfield North,3/388 Dandenong Rd,2,u,VB,Gary,28/05/2016,8.1,3161,2,1,1,0,67,2011,Glen Eira,-37.8609,145.0126,Southern Metropolitan,,550000
Caulfield North,123 Normanby Rd,4,h,S,Gary,28/08/2016,8.1,3161,4,2,1,810,215,1915,Glen Eira,-37.8698,145.0325,Southern Metropolitan,,2170000
Caulfield South,26 Flowers St,3,h,S,hockingstuart,3/9/2016,9.3,3162,3,2,2,357,144,1935,Glen Eira,-37.8896,145.0307,Southern Metropolitan,,1577500
Caulfield South,5 Alder St,3,h,S,hockingstuart,3/12/2016,9.3,3162,3,1,2,451,121,1960,Glen Eira,-37.8874,145.019,Southern Metropolitan,,1460000
Caulfield South,10/468 Kooyong Rd,1,u,PI,Gary,3/12/2016,9.3,3162,1,1,1,0,44,1960,Glen Eira,-37.8961,145.0132,Southern Metropolitan,,275500
Caulfield South,15 Dover St,2,h,S,hockingstuart,4/3/2017,9.3,3162,2,1,1,273,114,1930,Glen Eira,-37.895,145.022,Southern Metropolitan,,1065000
Caulfield South,9 Filbert St,3,h,S,Gary,7/5/2016,9.3,3162,3,2,2,296,,1910,Glen Eira,-37.8906,145.0224,Southern Metropolitan,,1470000
Caulfield South,1 Rotorua St,2,h,S,Gary,7/5/2016,9.3,3162,2,1,1,0,,,Glen Eira,-37.9002,145.027,Southern Metropolitan,,1012000
Caulfield South,4/21 Gardenvale Rd,3,u,S,Gary,7/11/2016,9.3,3162,3,1,1,88,100,,Glen Eira,-37.8997,145.0168,Southern Metropolitan,,599000
Caulfield South,303 Bambra Rd,3,h,S,Gary,8/10/2016,9.3,3162,3,2,1,358,,1930,Glen Eira,-37.8965,145.0269,Southern Metropolitan,,1160500
Caulfield South,11/8 Bealiba Rd,2,u,VB,hockingstuart,8/10/2016,9.3,3162,2,1,1,100,,,Glen Eira,-37.8912,145.0289,Southern Metropolitan,,650000
Caulfield South,80 Sycamore St,3,h,S,Biggin,8/10/2016,9.3,3162,3,1,1,359,120,,Glen Eira,-37.8898,145.0196,Southern Metropolitan,,1170000
Caulfield South,5 Filbert St,3,h,S,Gary,10/9/2016,9.3,3162,3,1,2,339,,,Glen Eira,-37.8906,145.0221,Southern Metropolitan,,1314000
Caulfield South,1/2 Griffiths St,4,t,VB,Gary,10/12/2016,9.3,3162,4,2,2,216,165,1995,Glen Eira,-37.8887,145.0318,Southern Metropolitan,,1030000
Caulfield South,7A Alfada St,2,h,S,Biggin,12/11/2016,9.3,3162,2,1,2,284,99,1940,Glen Eira,-37.8958,145.0215,Southern Metropolitan,,1225000
Caulfield South,22 Sycamore St,3,h,S,RT,13/08/2016,9.3,3162,2,2,1,478,120,1925,Glen Eira,-37.8893,145.0161,Southern Metropolitan,,1450000
Caulfield South,8 Lygon St,4,h,S,hockingstuart,14/05/2016,9.3,3162,4,2,2,575,256,2008,Glen Eira,-37.8993,145.0254,Southern Metropolitan,,1774500
Caulfield South,1/19 Trevascus St,2,u,S,Ray,15/10/2016,9.3,3162,2,1,1,831,80,1970,Glen Eira,-37.8974,145.0294,Southern Metropolitan,,525500
Caulfield South,28 Ellington St,4,h,PI,hockingstuart,16/04/2016,9.3,3162,5,3,4,708,,,Glen Eira,-37.8923,145.0177,Southern Metropolitan,,1960000
Caulfield South,23 Lygon St,2,h,S,Gary,16/04/2016,9.3,3162,2,1,1,367,85,1930,Glen Eira,-37.8995,145.0241,Southern Metropolitan,,825000
Caulfield South,136 Sycamore St,2,h,S,hockingstuart,16/04/2016,9.3,3162,4,2,2,464,272,2016,Glen Eira,-37.8901,145.0224,Southern Metropolitan,,1262000
Caulfield South,5 Field St,3,u,S,hockingstuart,16/07/2016,9.3,3162,3,2,1,299,,,Glen Eira,-37.8891,145.0294,Southern Metropolitan,,1110000
Caulfield South,48A Jupiter St,4,t,S,Gary,19/11/2016,9.3,3162,4,2,3,342,,2005,Glen Eira,-37.8957,145.0196,Southern Metropolitan,,1410000
Caulfield South,147 Booran Rd,3,h,S,hockingstuart,22/05/2016,9.3,3162,3,1,2,699,,,Glen Eira,-37.8936,145.0366,Southern Metropolitan,,1303500
Caulfield South,18b Marara Rd,2,h,S,Gary,22/08/2016,9.3,3162,2,1,1,402,,,Glen Eira,-37.8967,145.0313,Southern Metropolitan,,1115000
Caulfield South,89 Clarence St,2,h,S,Buxton,24/09/2016,9.3,3162,2,1,1,505,117,1940,Glen Eira,-37.8928,145.0149,Southern Metropolitan,,1340000
Caulfield South,393 North Rd,3,h,S,hockingstuart,25/02/2017,9.3,3162,3,2,2,494,135,1920,Glen Eira,-37.9027,145.0322,Southern Metropolitan,,1200000
Caulfield South,5 Sycamore St,3,h,S,Matthew,25/02/2017,9.3,3162,3,1,2,520,,,Glen Eira,-37.8889,145.0151,Southern Metropolitan,,1570000
Caulfield South,30 Cedar St,2,h,S,Biggin,26/07/2016,9.3,3162,2,2,1,255,85,1890,Glen Eira,-37.8887,145.0207,Southern Metropolitan,,1001000
Caulfield South,42 Poplar St,3,h,S,Gary,26/07/2016,9.3,3162,3,1,1,312,123,1926,Glen Eira,-37.8893,145.0196,Southern Metropolitan,,1330000
Caulfield South,5/27 Venus St,1,u,VB,Gary,27/11/2016,9.3,3162,1,1,1,0,,1970,Glen Eira,-37.8943,145.0145,Southern Metropolitan,,290000
Caulfield South,245 Booran Rd,4,h,S,hockingstuart,28/05/2016,9.3,3162,3,2,2,641,215,1970,Glen Eira,-37.9012,145.035,Southern Metropolitan,,1570000
Caulfield South,364 Kooyong Rd,4,h,S,Biggin,28/05/2016,9.3,3162,4,2,2,630,205,1910,Glen Eira,-37.8894,145.0145,Southern Metropolitan,,1916000
Caulfield South,3/21 Gardenvale Rd,2,u,VB,Ray,28/08/2016,9.3,3162,2,1,1,90,,,Glen Eira,-37.8996,145.0169,Southern Metropolitan,,500000
Chadstone,3/10 Euroka St,3,t,S,Buxton,3/9/2016,13.6,3148,3,2,1,182,,,Monash,-37.8786,145.1015,Southern Metropolitan,,752000
Chadstone,16 Moroney Dr,4,h,S,Jellis,3/12/2016,13.6,3148,4,2,2,600,,,Monash,-37.8891,145.1002,Southern Metropolitan,,1507000
Chadstone,8B Moorong St,4,h,VB,Purplebricks,4/2/2016,13.6,3148,4,3,2,288,158,2014,Monash,-37.8801,145.1051,Southern Metropolitan,,890000
Chadstone,2/44 Railway Pde S,3,u,S,Bekdon,4/6/2016,13.6,3148,2,2,1,224,94,2006,Monash,-37.8738,145.1054,Southern Metropolitan,,700000
Chadstone,23 Thurloo St,3,h,S,Buxton,6/8/2016,13.6,3148,3,1,2,606,,,Monash,-37.8784,145.0958,Southern Metropolitan,,1000000
Chadstone,2/4 Lenna Ct,3,t,S,Buxton,7/11/2016,13.6,3148,3,2,2,277,143,2010,Monash,-37.8796,145.1044,Southern Metropolitan,,865000
Chadstone,2/12 Moorong St,4,t,S,Buxton,11/2/2017,13.6,3148,4,3,2,209,160,2016,Monash,-37.8805,145.105,Southern Metropolitan,,1042500
Chadstone,5 Bullarto St,2,h,S,Ray,13/08/2016,13.6,3148,2,1,1,585,97,1950,Monash,-37.8792,145.0948,Southern Metropolitan,,1002000
Chadstone,15 Aloomba St,3,h,S,Gary,15/10/2016,13.6,3148,3,1,2,586,,,Monash,-37.8805,145.0978,Southern Metropolitan,,992000
Chadstone,4/5 Rae St,3,h,PI,hockingstuart,15/10/2016,13.6,3148,3,2,2,160,101,2000,Monash,-37.8859,145.0934,Southern Metropolitan,,650000
Chadstone,1/19 Warrina St,4,t,SP,Buxton,17/09/2016,13.6,3148,4,3,2,273,182,2012,Monash,-37.8742,145.105,Southern Metropolitan,,965000
Chadstone,3 Yambie La,3,h,PI,LITTLE,17/09/2016,13.6,3148,4,2,2,515,,,Monash,-37.8837,145.106,Southern Metropolitan,,920000
Chadstone,7 Inga Ct,3,h,S,Buxton,18/03/2017,13.6,3148,3,1,2,620,88,1970,Monash,-37.8812,145.105,Southern Metropolitan,,1301000
Chadstone,2 Fitzroy Gr,4,h,S,hockingstuart,22/05/2016,13.6,3148,3,2,1,1033,164,1950,Monash,-37.8738,145.1095,Southern Metropolitan,,1415500
Chadstone,1/32 Kelly St,2,h,S,Buxton,24/09/2016,13.6,3148,2,1,1,842,,1972,Monash,-37.8859,145.0979,Southern Metropolitan,,705000
Chadstone,4 Jacana Ct,4,h,S,McGrath,25/02/2017,13.6,3148,4,2,2,500,277,2001,Monash,-37.8845,145.1027,Southern Metropolitan,,1260000
Chadstone,15 Grandview Rd,3,h,S,Buxton,27/11/2016,13.6,3148,3,1,1,705,,,Monash,-37.8746,145.1071,Southern Metropolitan,,1460000
Chadstone,23 Jacana St,3,h,SP,Thomson,27/11/2016,13.6,3148,3,1,2,630,105,1960,Monash,-37.8838,145.102,Southern Metropolitan,,1000000
Chadstone,2/2 Robert St,3,t,S,Buxton,28/05/2016,13.6,3148,3,2,1,177,111,2012,Monash,-37.8824,145.1042,Southern Metropolitan,,845000
Chadstone,2/19 Thurloo St,4,t,S,Ray,28/08/2016,13.6,3148,3,2,1,188,137,2014,Monash,-37.8781,145.0955,Southern Metropolitan,,881000
Clifton Hill,60a Hodgkinson St,3,h,S,Nelson,3/9/2016,3.4,3068,3,2,0,187,,,Yarra,-37.7902,144.9894,Northern Metropolitan,,1270000
Clifton Hill,66 Noone St,2,h,S,Harrington,4/6/2016,3.4,3068,2,1,1,155,85,1880,Yarra,-37.7934,144.9922,Northern Metropolitan,,780000
Clifton Hill,13 Caroline St,3,h,S,Nelson,7/11/2016,3.4,3068,3,1,0,193,98,1900,Yarra,-37.7899,144.9984,Northern Metropolitan,,1060000
Clifton Hill,3/68 Noone St,3,t,S,Collins,7/11/2016,3.4,3068,3,2,1,124,116,2000,Yarra,-37.7934,144.9923,Northern Metropolitan,,930000
Clifton Hill,86 Hodgkinson St,2,h,S,Collins,8/10/2016,3.4,3068,2,1,0,180,,,Yarra,-37.7898,144.9903,Northern Metropolitan,,1420000
Clifton Hill,119 Roseneath St,2,h,S,Nelson,8/10/2016,3.4,3068,2,1,1,174,85,1890,Yarra,-37.7928,144.9987,Northern Metropolitan,,1075000
Clifton Hill,85 Roseneath St,2,h,S,Harrington,8/10/2016,3.4,3068,2,1,1,185,84,1910,Yarra,-37.7927,144.9981,Northern Metropolitan,,1105000
Clifton Hill,413a Wellington St,2,h,S,Jellis,8/10/2016,3.4,3068,2,1,1,140,97,1910,Yarra,-37.7919,144.9884,Northern Metropolitan,,1209000
Clifton Hill,32 Caroline St,4,h,S,Collins,10/9/2016,3.4,3068,4,3,2,382,250,1903,Yarra,-37.7897,144.9992,Northern Metropolitan,,3010000
