year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2014,10,28,628.0,-2.0,1206.0,-24.0,WN,N8328A,203,PDX,MDW,197.0,1751,6.0,28.0
2014,1,21,1019.0,4.0,1545.0,-19.0,AS,N302AS,658,PDX,DFW,186.0,1616,10.0,19.0
2014,1,15,652.0,-11.0,1455.0,-5.0,UA,N511UA,469,SEA,EWR,261.0,2402,6.0,52.0
2014,6,12,1409.0,19.0,1614.0,14.0,WN,N7720F,799,PDX,LAS,109.0,763,14.0,9.0
2014,12,23,702.0,2.0,930.0,-12.0,AS,N464AS,466,SEA,LAX,116.0,954,7.0,2.0
2014,1,15,1837.0,-3.0,2054.0,-9.0,OO,N810SK,4745,SEA,LAS,116.0,867,18.0,37.0
2014,1,13,805.0,0.0,1546.0,-4.0,AS,N407AS,742,SEA,ATL,250.0,2182,8.0,5.0
2014,7,27,1053.0,-2.0,1827.0,-12.0,DL,N186DN,716,PDX,ATL,248.0,2172,10.0,53.0
2014,11,20,1739.0,19.0,1937.0,12.0,VX,N846VA,755,SEA,SFO,104.0,679,17.0,39.0
2014,5,19,1043.0,123.0,1256.0,129.0,AS,N708AS,382,SEA,SFO,113.0,679,10.0,43.0
2014,9,17,1220.0,13.0,1951.0,-3.0,DL,N394DA,2527,SEA,ATL,249.0,2182,12.0,20.0
2014,7,24,943.0,-7.0,1229.0,-10.0,OO,N218AG,3492,PDX,SLC,83.0,630,9.0,43.0
2014,11,2,1521.0,-9.0,1739.0,-6.0,AS,N786AS,584,PDX,SNA,115.0,859,15.0,21.0
2014,7,15,653.0,-7.0,927.0,1.0,AS,N644AS,582,PDX,SNA,131.0,859,6.0,53.0
2014,4,11,1136.0,46.0,1408.0,77.0,AS,N520AS,310,SEA,SFO,115.0,679,11.0,36.0
2014,4,28,1434.0,24.0,1755.0,-5.0,WN,N912WN,121,SEA,ABQ,121.0,1180,14.0,34.0
2014,1,10,809.0,14.0,954.0,14.0,AS,N768AS,61,SEA,JNU,139.0,909,8.0,9.0
2014,10,26,633.0,-7.0,846.0,-3.0,OO,N219AG,3456,PDX,BUR,117.0,817,6.0,33.0
2014,9,21,1529.0,-1.0,2325.0,-12.0,AS,N579AS,14,SEA,EWR,281.0,2402,15.0,29.0
2014,5,16,1805.0,8.0,2011.0,7.0,UA,N432UA,587,SEA,SFO,109.0,679,18.0,5.0
2014,5,19,828.0,-12.0,1705.0,-18.0,AS,N585AS,38,SEA,FLL,314.0,2717,8.0,28.0
2014,9,19,1507.0,0.0,1840.0,-5.0,UA,N401UA,457,SEA,DEN,126.0,1024,15.0,7.0
2014,9,16,1424.0,-6.0,1642.0,-3.0,AS,N596AS,570,PDX,LAX,118.0,834,14.0,24.0
2014,4,11,1918.0,-1.0,2143.0,-12.0,UA,N38443,1557,SEA,LAX,127.0,954,19.0,18.0
2014,3,3,2000.0,-5.0,2206.0,-29.0,WN,N236WN,126,SEA,LAS,109.0,867,20.0,0.0
2014,6,26,1819.0,-1.0,2107.0,-13.0,AS,N532AS,815,SEA,LIH,335.0,2701,18.0,19.0
2014,12,21,2305.0,5.0,604.0,-7.0,DL,N697DL,1823,SEA,DTW,212.0,1927,23.0,5.0
2014,2,13,1012.0,2.0,1544.0,-21.0,AS,N320AS,686,PDX,ORD,181.0,1739,10.0,12.0
2014,11,10,1749.0,-7.0,2124.0,-16.0,US,N546UW,689,SEA,PHX,133.0,1107,17.0,49.0
2014,3,24,1200.0,-6.0,1748.0,-16.0,UA,N449UA,655,PDX,IAH,211.0,1825,12.0,0.0
2014,5,21,1619.0,-11.0,1829.0,-20.0,OO,N613SK,4506,PDX,LAX,109.0,834,16.0,19.0
2014,10,7,1838.0,-2.0,2055.0,-3.0,AS,N559AS,616,SEA,LAS,116.0,867,18.0,38.0
2014,4,17,801.0,-9.0,1003.0,-12.0,WN,N556WN,599,SEA,OAK,102.0,671,8.0,1.0
2014,9,19,1012.0,-3.0,1242.0,-19.0,DL,N379DA,2620,SEA,SAN,130.0,1050,10.0,12.0
2014,8,29,611.0,-4.0,1420.0,2.0,US,N604AW,616,SEA,PHL,286.0,2378,6.0,11.0
2014,11,1,1041.0,-4.0,1336.0,-2.0,AS,N607AS,648,SEA,TUS,161.0,1216,10.0,41.0
2014,2,16,2306.0,11.0,650.0,-5.0,DL,N723TW,1542,SEA,JFK,258.0,2422,23.0,6.0
2014,3,11,757.0,-3.0,956.0,-9.0,WN,N744SW,1919,SEA,OAK,98.0,671,7.0,57.0
2014,5,4,2214.0,-6.0,634.0,-21.0,AA,N5EGAA,1070,SEA,MIA,303.0,2724,22.0,14.0
2014,11,22,1130.0,-5.0,1647.0,5.0,DL,N350NA,1453,SEA,MSP,171.0,1399,11.0,30.0
2014,5,14,553.0,-7.0,1406.0,-29.0,UA,N435UA,475,SEA,EWR,288.0,2402,5.0,53.0
2014,6,1,1846.0,-4.0,1942.0,-1.0,AS,N792AS,69,SEA,KTN,95.0,680,18.0,46.0
2014,12,14,1151.0,-4.0,1355.0,-4.0,AS,N706AS,306,SEA,SFO,106.0,679,11.0,51.0
2014,9,14,637.0,-3.0,1221.0,-2.0,AS,N619AS,662,SEA,DFW,206.0,1660,6.0,37.0
2014,4,23,746.0,-4.0,1017.0,-15.0,AS,N407AS,634,SEA,PHX,135.0,1107,7.0,46.0
2014,3,12,1732.0,340.0,2327.0,328.0,UA,N565UA,454,SEA,IAH,211.0,1874,17.0,32.0
2014,4,17,1223.0,-7.0,1407.0,-13.0,AS,N607AS,388,PDX,SFO,87.0,550,12.0,23.0
2014,6,10,2321.0,6.0,618.0,-8.0,DL,N128DL,1823,SEA,DTW,217.0,1927,23.0,21.0
2014,7,21,1430.0,10.0,1648.0,-1.0,AS,N457AS,93,SEA,ANC,183.0,1448,14.0,30.0
2014,9,30,1048.0,7.0,1816.0,-4.0,DL,N1603,1702,PDX,ATL,242.0,2172,10.0,48.0
2014,3,28,929.0,-1.0,1150.0,-13.0,AS,N799AS,640,PDX,PHX,128.0,1009,9.0,29.0
2014,12,16,1124.0,-1.0,1214.0,-1.0,OO,N631SK,4611,PDX,SEA,33.0,129,11.0,24.0
2014,3,27,1800.0,-10.0,1935.0,-20.0,VX,N528VA,948,PDX,SFO,81.0,550,18.0,0.0
2014,12,31,634.0,-1.0,948.0,12.0,AS,N756AS,724,SEA,SLC,103.0,689,6.0,34.0
2014,11,23,944.0,4.0,1231.0,-16.0,AS,N409AS,131,PDX,ANC,205.0,1542,9.0,44.0
2014,5,7,945.0,-8.0,1135.0,-31.0,UA,N841UA,814,SEA,SFO,93.0,679,9.0,45.0
2014,3,5,554.0,-6.0,813.0,-9.0,AS,N526AS,604,SEA,LAS,116.0,867,5.0,54.0
2014,5,11,2305.0,5.0,619.0,4.0,DL,N610DL,830,SEA,DTW,229.0,1927,23.0,5.0
2014,10,2,1715.0,5.0,2001.0,-12.0,DL,N585NW,2237,SEA,HNL,327.0,2677,17.0,15.0
2014,10,21,707.0,-3.0,1008.0,-2.0,DL,N616DL,2397,SEA,SLC,90.0,689,7.0,7.0
2014,11,12,757.0,-3.0,958.0,-8.0,AS,N625AS,626,PDX,LAS,98.0,763,7.0,57.0
2014,7,25,1110.0,30.0,1434.0,18.0,UA,N76516,1638,SEA,DEN,120.0,1024,11.0,10.0
2014,6,17,918.0,-2.0,1752.0,7.0,AS,N597AS,30,PDX,BOS,314.0,2537,9.0,18.0
2014,1,20,2038.0,-7.0,2257.0,-5.0,AS,N594AS,574,PDX,SAN,123.0,933,20.0,38.0
2014,3,2,1818.0,35.0,2145.0,30.0,OO,N952SW,5659,PDX,DEN,123.0,991,18.0,18.0
2014,11,28,2233.0,13.0,548.0,-15.0,US,N170US,624,SEA,CLT,236.0,2279,22.0,33.0
2014,12,4,1644.0,-6.0,1912.0,-13.0,AS,N607AS,514,SEA,SNA,133.0,978,16.0,44.0
2014,11,16,943.0,-3.0,1642.0,-12.0,DL,N381DN,2077,SEA,DTW,225.0,1927,9.0,43.0
2014,11,17,557.0,-3.0,914.0,-16.0,WN,N789SW,1927,PDX,PHX,122.0,1009,5.0,57.0
2014,5,5,826.0,-4.0,914.0,-5.0,OO,N219AG,3473,PDX,SEA,34.0,129,8.0,26.0
2014,7,3,1600.0,-10.0,2159.0,4.0,AA,N3DPAA,1209,SEA,ORD,204.0,1721,16.0,0.0
2014,7,17,1744.0,-1.0,1953.0,-7.0,OO,N219AG,3488,PDX,BUR,106.0,817,17.0,44.0
2014,4,10,1650.0,30.0,1820.0,15.0,WN,N239WN,344,PDX,SJC,81.0,569,16.0,50.0
2014,3,15,750.0,0.0,918.0,-1.0,AS,N763AS,61,SEA,JNU,128.0,909,7.0,50.0
2014,6,9,2102.0,-3.0,455.0,-13.0,UA,N455UA,501,SEA,EWR,275.0,2402,21.0,2.0
2014,10,3,1502.0,2.0,1631.0,-9.0,WN,N746SW,2967,PDX,OAK,78.0,543,15.0,2.0
2014,10,31,1126.0,93.0,1416.0,126.0,UA,N835UA,317,SEA,SFO,128.0,679,11.0,26.0
2014,6,27,2002.0,14.0,2332.0,17.0,F9,N216FR,142,SEA,DEN,121.0,1024,20.0,2.0
2014,9,29,1213.0,-3.0,1416.0,-2.0,OO,N617QX,4846,SEA,SJC,97.0,697,12.0,13.0
2014,6,21,1030.0,105.0,1120.0,100.0,OO,N270YV,5353,SEA,PDX,33.0,129,10.0,30.0
2014,1,4,1815.0,-5.0,2254.0,-1.0,AS,N558AS,859,SEA,HNL,362.0,2677,18.0,15.0
2014,11,25,2143.0,33.0,59.0,24.0,WN,N798SW,3657,PDX,PHX,118.0,1009,21.0,43.0
2014,6,25,1327.0,-3.0,1710.0,-9.0,AS,N553AS,674,SEA,DEN,126.0,1024,13.0,27.0
2014,12,29,2309.0,9.0,131.0,-24.0,AS,N469AS,89,SEA,ANC,185.0,1448,23.0,9.0
2014,10,30,2008.0,-7.0,2240.0,-10.0,AS,N558AS,640,PDX,PHX,137.0,1009,20.0,8.0
2014,5,8,1612.0,22.0,1844.0,26.0,AS,N797AS,542,SEA,LAX,124.0,954,16.0,12.0
2014,2,25,1257.0,-3.0,1525.0,0.0,OO,N809SK,4825,SEA,LAS,127.0,867,12.0,57.0
2014,5,27,630.0,0.0,852.0,-3.0,AS,N320AS,558,PDX,LAX,121.0,834,6.0,30.0
2014,6,6,1930.0,65.0,2201.0,72.0,AS,N514AS,109,SEA,ANC,187.0,1448,19.0,30.0
2014,7,27,1837.0,47.0,2138.0,63.0,WN,N262WN,899,SEA,SAN,163.0,1050,18.0,37.0
2014,6,4,1449.0,-16.0,1703.0,-16.0,AS,N457AS,588,PDX,PSP,122.0,873,14.0,49.0
2014,3,22,,,,,US,,669,SEA,PHL,,2378,,
2014,6,4,1214.0,-3.0,1500.0,-5.0,AS,N409AS,658,SEA,TUS,151.0,1216,12.0,14.0
2014,4,9,1108.0,-2.0,1242.0,-8.0,WN,N744SW,1249,PDX,SJC,82.0,569,11.0,8.0
2014,3,29,1306.0,1.0,1855.0,-5.0,WN,N8301J,2664,SEA,MDW,203.0,1733,13.0,6.0
2014,6,2,930.0,-5.0,1149.0,-3.0,AS,N552AS,602,SEA,LAS,122.0,867,9.0,30.0
2014,1,24,909.0,-6.0,1639.0,-4.0,DL,N3763D,966,PDX,ATL,254.0,2172,9.0,9.0
2014,5,9,1201.0,1.0,1404.0,4.0,WN,N733SA,3864,SEA,OAK,99.0,671,12.0,1.0
2014,9,14,1828.0,-5.0,2059.0,-16.0,DL,N391DA,2629,SEA,LAX,127.0,954,18.0,28.0
2014,1,17,1642.0,-3.0,1918.0,-1.0,DL,N399DA,2449,SEA,LAX,122.0,954,16.0,42.0
2014,10,4,759.0,-1.0,1352.0,-33.0,WN,N224WN,1503,SEA,BNA,213.0,1978,7.0,59.0
2014,7,13,2323.0,2.0,502.0,-8.0,UA,N14214,1620,SEA,ORD,197.0,1721,23.0,23.0
2014,3,21,1018.0,3.0,1255.0,0.0,AS,N796AS,87,SEA,ANC,200.0,1448,10.0,18.0
2014,5,30,1904.0,-11.0,2143.0,-8.0,UA,N451UA,202,SEA,LAX,128.0,954,19.0,4.0
2014,7,1,1301.0,1.0,1417.0,-8.0,AS,N769AS,59,SEA,JNU,120.0,909,13.0,1.0
2014,5,28,1501.0,-9.0,1557.0,-11.0,AS,N796AS,67,SEA,KTN,99.0,680,15.0,1.0
2014,9,18,1140.0,0.0,1418.0,18.0,UA,N480UA,842,SEA,SFO,95.0,679,11.0,40.0
2014,3,25,1119.0,34.0,1332.0,42.0,VX,N529VA,753,SEA,SFO,117.0,679,11.0,19.0
2014,6,26,1655.0,0.0,1924.0,-1.0,AS,N769AS,95,SEA,ANC,191.0,1448,16.0,55.0
2014,6,14,1947.0,2.0,2116.0,4.0,DL,N610DL,2579,SEA,JNU,133.0,909,19.0,47.0
2014,11,17,807.0,-3.0,1333.0,-22.0,AA,N599AA,1220,PDX,DFW,186.0,1616,8.0,7.0
2014,12,8,1235.0,0.0,1353.0,-7.0,WN,N8620H,198,PDX,SMF,67.0,479,12.0,35.0
2014,11,12,908.0,78.0,1709.0,68.0,AS,N535AS,30,PDX,BOS,285.0,2537,9.0,8.0
2014,1,31,657.0,-3.0,829.0,-11.0,VX,N843VA,84,PDX,SFO,79.0,550,6.0,57.0
2014,11,3,1853.0,-2.0,2037.0,-19.0,AS,N795AS,386,PDX,SFO,81.0,550,18.0,53.0
2014,9,16,1836.0,6.0,2019.0,4.0,WN,N394SW,767,PDX,OAK,91.0,543,18.0,36.0
2014,5,14,1945.0,40.0,2200.0,31.0,OO,N806SK,4610,SEA,LAS,118.0,867,19.0,45.0
2014,4,24,1144.0,-8.0,1423.0,-7.0,OO,N718SK,6371,SEA,LAX,129.0,954,11.0,44.0
2014,6,11,2252.0,82.0,651.0,64.0,B6,N613JB,264,SEA,JFK,276.0,2422,22.0,52.0
2014,8,15,1436.0,-4.0,1723.0,-10.0,US,N651AW,500,SEA,PHX,136.0,1107,14.0,36.0
2014,4,12,1632.0,-3.0,1815.0,-20.0,WN,N404WN,4543,SEA,OAK,89.0,671,16.0,32.0
2014,9,2,2142.0,46.0,18.0,53.0,B6,N709JB,907,SEA,ANC,200.0,1448,21.0,42.0
2014,8,8,1528.0,18.0,1743.0,8.0,WN,N416WN,4252,SEA,LAS,115.0,867,15.0,28.0
2014,7,29,740.0,0.0,1029.0,4.0,AS,N622AS,634,SEA,PHX,147.0,1107,7.0,40.0
2014,3,7,641.0,-4.0,846.0,-9.0,UA,N39423,1145,SEA,SFO,95.0,679,6.0,41.0
2014,2,19,1031.0,-10.0,1126.0,-3.0,OO,N235SW,5325,SEA,PDX,34.0,129,10.0,31.0
2014,7,7,1702.0,32.0,1919.0,29.0,WN,N605SW,1498,PDX,SAN,126.0,933,17.0,2.0
2014,11,16,1852.0,72.0,2046.0,66.0,WN,N634SW,4241,PDX,LAS,100.0,763,18.0,52.0
2014,2,20,709.0,-1.0,940.0,-4.0,OO,N225AG,3472,SEA,LGB,126.0,965,7.0,9.0
2014,4,3,1845.0,0.0,1941.0,4.0,OO,N582SW,5424,SEA,PDX,36.0,129,18.0,45.0
2014,9,18,1945.0,-3.0,2309.0,-6.0,F9,N221FR,142,SEA,DEN,124.0,1024,19.0,45.0
2014,12,21,707.0,-3.0,951.0,-18.0,DL,N381DN,2397,SEA,SLC,74.0,689,7.0,7.0
2014,11,23,1337.0,2.0,1620.0,-19.0,AS,N703AS,123,SEA,FAI,208.0,1533,13.0,37.0
2014,6,18,1742.0,-1.0,2131.0,11.0,OO,N988CA,5233,PDX,DEN,145.0,991,17.0,42.0
2014,9,25,1155.0,0.0,1746.0,6.0,AA,N4WLAA,1505,PDX,DFW,200.0,1616,11.0,55.0
2014,6,14,2208.0,-2.0,39.0,1.0,AS,N413AS,89,SEA,ANC,188.0,1448,22.0,8.0
2014,9,23,825.0,-5.0,1423.0,3.0,AS,N306AS,28,SEA,ORD,207.0,1721,8.0,25.0
2014,8,17,1503.0,3.0,1756.0,3.0,AS,N469AS,650,SEA,PHX,152.0,1107,15.0,3.0
2014,12,8,1954.0,-1.0,2228.0,3.0,AS,N535AS,456,SEA,LAX,129.0,954,19.0,54.0
2014,5,27,2223.0,-5.0,2309.0,2.0,OO,N581SW,5440,PDX,RDM,31.0,116,22.0,23.0
2014,4,25,1900.0,45.0,2102.0,47.0,WN,N963WN,661,SEA,OAK,97.0,671,19.0,0.0
2014,12,1,748.0,-2.0,1537.0,-24.0,AS,N528AS,30,PDX,BOS,273.0,2537,7.0,48.0
2014,8,31,643.0,-2.0,814.0,-16.0,WN,N706SW,427,SEA,SMF,75.0,605,6.0,43.0
2014,6,6,553.0,-7.0,827.0,-8.0,AS,N531AS,506,SEA,SNA,137.0,978,5.0,53.0
2014,5,22,703.0,-7.0,1305.0,5.0,AA,N3GCAA,2218,PDX,ORD,206.0,1739,7.0,3.0
2014,6,26,629.0,-5.0,1243.0,-10.0,UA,N15712,1142,SEA,IAH,235.0,1874,6.0,29.0
2014,1,22,1027.0,3.0,1316.0,1.0,DL,N334NW,1857,SEA,SLC,93.0,689,10.0,27.0
2014,2,15,2258.0,78.0,649.0,65.0,B6,N635JB,264,SEA,JFK,268.0,2422,22.0,58.0
2014,7,25,1805.0,-5.0,2019.0,-12.0,B6,N651JB,1621,PDX,LGB,121.0,846,18.0,5.0
2014,4,25,1221.0,-9.0,1443.0,-8.0,AS,N402AS,610,SEA,LAS,121.0,867,12.0,21.0
2014,6,14,937.0,2.0,1742.0,2.0,AS,N563AS,764,PDX,DCA,290.0,2350,9.0,37.0
2014,12,4,836.0,-9.0,1126.0,-7.0,AS,N706AS,496,SEA,SAN,154.0,1050,8.0,36.0
2014,8,26,2015.0,20.0,2207.0,7.0,WN,N400WN,204,SEA,OAK,95.0,671,20.0,15.0
2014,7,29,1808.0,-2.0,2103.0,-6.0,DL,N819DN,2150,SEA,SLC,95.0,689,18.0,8.0
2014,3,30,833.0,3.0,1416.0,-8.0,AS,N552AS,28,SEA,ORD,203.0,1721,8.0,33.0
2014,3,28,1915.0,-5.0,2005.0,-6.0,OO,N565SW,5305,PDX,SEA,35.0,129,19.0,15.0
2014,10,13,642.0,-3.0,841.0,-14.0,WN,N8308K,351,PDX,LAS,102.0,763,6.0,42.0
2014,2,22,1903.0,8.0,2104.0,9.0,AS,N319AS,620,PDX,LAS,103.0,763,19.0,3.0
2014,1,23,720.0,0.0,1109.0,-1.0,WN,N392SW,1008,SEA,PHX,142.0,1107,7.0,20.0
2014,8,11,2350.0,15.0,812.0,25.0,B6,N569JB,96,PDX,BOS,305.0,2537,23.0,50.0
2014,8,28,2105.0,5.0,2307.0,7.0,AS,N590AS,350,SEA,OAK,103.0,671,21.0,5.0
2014,9,30,1617.0,2.0,1734.0,-6.0,WN,N622SW,764,PDX,SMF,65.0,479,16.0,17.0
2014,3,13,1611.0,0.0,1702.0,0.0,OO,N581SW,5404,PDX,SEA,35.0,129,16.0,11.0
2014,6,13,1213.0,-2.0,1447.0,2.0,DL,N3767,2436,SEA,ANC,185.0,1448,12.0,13.0
2014,8,4,1633.0,3.0,1903.0,13.0,WN,N624SW,1498,PDX,SAN,137.0,933,16.0,33.0
2014,11,11,651.0,-9.0,835.0,-24.0,VX,N843VA,751,SEA,SFO,92.0,679,6.0,51.0
2014,10,6,,,,,UA,,720,SEA,SFO,,679,,
2014,3,26,2042.0,-3.0,2310.0,-5.0,WN,N600WN,1368,PDX,PHX,133.0,1009,20.0,42.0
2014,10,11,1329.0,-1.0,1534.0,-17.0,AS,N419AS,610,SEA,LAS,106.0,867,13.0,29.0
2014,3,1,1313.0,-2.0,1525.0,-6.0,OO,N215AG,3478,PDX,LGB,121.0,846,13.0,13.0
2014,4,18,1715.0,0.0,1848.0,-7.0,WN,N240WN,3855,SEA,SMF,78.0,605,17.0,15.0
2014,8,16,1139.0,-1.0,1347.0,-3.0,WN,N449WN,1999,SEA,OAK,96.0,671,11.0,39.0
2014,7,12,1011.0,-4.0,1253.0,-6.0,DL,N326NB,1598,PDX,SLC,84.0,630,10.0,11.0
2014,4,8,1951.0,-10.0,2036.0,-4.0,OO,N562SW,5465,PDX,RDM,28.0,116,19.0,51.0
2014,7,31,1741.0,0.0,2109.0,-8.0,UA,N17233,1674,SEA,DEN,128.0,1024,17.0,41.0
2014,6,15,1220.0,16.0,1810.0,-6.0,UA,N75429,1175,PDX,IAH,214.0,1825,12.0,20.0
2014,12,30,1158.0,-2.0,1806.0,-4.0,UA,N489UA,609,SEA,IAH,220.0,1874,11.0,58.0
2014,8,18,1858.0,8.0,2130.0,-5.0,DL,N356NW,1576,SEA,LAX,130.0,954,18.0,58.0
2014,8,5,1814.0,-1.0,2142.0,-7.0,AS,N468AS,678,SEA,DEN,132.0,1024,18.0,14.0
2014,10,3,2105.0,0.0,2246.0,-7.0,OO,N956SW,5189,PDX,SFO,85.0,550,21.0,5.0
2014,10,30,1013.0,-2.0,1633.0,-27.0,AS,N512AS,788,SEA,MSY,239.0,2086,10.0,13.0
2014,3,9,1204.0,4.0,1413.0,10.0,AS,N793AS,306,SEA,SFO,110.0,679,12.0,4.0
2014,6,24,848.0,3.0,1133.0,-7.0,HA,N395HA,21,SEA,HNL,324.0,2677,8.0,48.0
2014,8,8,2052.0,-3.0,2314.0,-14.0,AS,N317AS,731,SEA,ANC,182.0,1448,20.0,52.0
2014,1,27,702.0,-8.0,908.0,-7.0,AS,N589AS,332,SEA,SJC,102.0,697,7.0,2.0
2014,3,24,925.0,-1.0,1019.0,6.0,OO,N294SW,5411,SEA,PDX,37.0,129,9.0,25.0
2014,1,15,1126.0,31.0,1445.0,16.0,UA,N37287,1106,SEA,DEN,118.0,1024,11.0,26.0
2014,11,11,859.0,-1.0,1048.0,5.0,AS,N471AS,370,SEA,SMF,80.0,605,8.0,59.0
2014,10,20,1744.0,4.0,2035.0,42.0,AS,N795AS,562,PDX,LAX,132.0,834,17.0,44.0
2014,5,2,1010.0,-3.0,1237.0,-12.0,OO,N807SK,4802,SEA,LAX,125.0,954,10.0,10.0
2014,7,14,1952.0,-3.0,2235.0,-2.0,AS,N520AS,484,SEA,SAN,142.0,1050,19.0,52.0
2014,9,6,1349.0,-6.0,1714.0,-21.0,WN,N277WN,4562,PDX,ABQ,132.0,1111,13.0,49.0
2014,8,26,745.0,-5.0,955.0,-14.0,AS,N319AS,608,SEA,LAS,112.0,867,7.0,45.0
2014,4,25,620.0,0.0,1205.0,-11.0,UA,N26226,1089,SEA,ORD,198.0,1721,6.0,20.0
2014,12,24,719.0,-6.0,947.0,1.0,AS,N413AS,612,SEA,LAS,117.0,867,7.0,19.0
2014,10,6,1630.0,61.0,1946.0,36.0,UA,N69826,1484,SEA,DEN,123.0,1024,16.0,30.0
2014,7,20,554.0,-6.0,828.0,-4.0,AS,N588AS,81,SEA,ANC,188.0,1448,5.0,54.0
2014,9,29,1052.0,-6.0,1426.0,-10.0,UA,N445UA,235,SEA,DEN,131.0,1024,10.0,52.0
2014,12,25,900.0,-3.0,1448.0,-15.0,UA,N36207,1575,SEA,ORD,203.0,1721,9.0,0.0
2014,2,9,2036.0,46.0,2327.0,37.0,AS,N705AS,137,PDX,ANC,217.0,1542,20.0,36.0
2014,3,1,1945.0,-10.0,2133.0,-5.0,AS,N581AS,404,PDX,SJC,85.0,569,19.0,45.0
2014,6,16,1937.0,12.0,2127.0,-3.0,WN,N920WN,3770,SEA,SJC,93.0,697,19.0,37.0
2014,8,14,1958.0,-2.0,2154.0,-11.0,AS,N433AS,326,SEA,SJC,100.0,697,19.0,58.0
2014,10,21,709.0,-6.0,912.0,-7.0,AS,N506AS,338,SEA,SJC,100.0,697,7.0,9.0
2014,11,10,717.0,17.0,1234.0,22.0,DL,N387DA,2090,PDX,MSP,172.0,1426,7.0,17.0
2014,10,21,1116.0,-14.0,1706.0,-17.0,AS,N609AS,692,SEA,SAT,212.0,1774,11.0,16.0
2014,10,21,938.0,-7.0,1131.0,-35.0,UA,N818UA,842,SEA,SFO,94.0,679,9.0,38.0
2014,8,17,2115.0,0.0,2348.0,4.0,AS,N590AS,113,SEA,ANC,191.0,1448,21.0,15.0
2014,12,8,1526.0,2.0,1850.0,-5.0,UA,N63820,1266,SEA,DEN,125.0,1024,15.0,26.0
2014,6,25,858.0,-2.0,1425.0,15.0,DL,N663DN,1453,SEA,MSP,163.0,1399,8.0,58.0
2014,5,30,1351.0,-9.0,1645.0,14.0,AS,N556AS,512,SEA,SNA,144.0,978,13.0,51.0
2014,3,18,750.0,-10.0,1009.0,-10.0,AS,N795AS,568,PDX,LAX,109.0,834,7.0,50.0
2014,4,1,654.0,-11.0,923.0,-1.0,AS,N644AS,582,PDX,SNA,131.0,859,6.0,54.0
2014,9,24,823.0,50.0,1027.0,65.0,UA,N852UA,302,PDX,SFO,92.0,550,8.0,23.0
2014,5,21,1527.0,-9.0,1704.0,-22.0,OO,N693BR,5212,PDX,SFO,81.0,550,15.0,27.0
2014,12,22,954.0,-6.0,1047.0,-3.0,OO,N609SK,4623,SEA,PDX,31.0,129,9.0,54.0
2014,5,19,2014.0,-1.0,2153.0,-12.0,WN,N498WN,130,PDX,OAK,81.0,543,20.0,14.0
2014,4,5,607.0,-3.0,830.0,-25.0,AS,N419AS,476,SEA,SAN,117.0,1050,6.0,7.0
2014,4,24,2048.0,-7.0,2312.0,-6.0,AS,N563AS,566,PDX,LAX,121.0,834,20.0,48.0
2014,5,29,656.0,-4.0,1522.0,2.0,DL,N709TW,418,SEA,JFK,302.0,2422,6.0,56.0
2014,6,2,625.0,-5.0,856.0,1.0,AS,N315AS,558,PDX,LAX,126.0,834,6.0,25.0
2014,4,12,2343.0,-2.0,514.0,-41.0,UA,N37274,170,PDX,IAH,199.0,1825,23.0,43.0
2014,6,20,2241.0,-4.0,605.0,-16.0,DL,N810DN,503,PDX,ATL,249.0,2172,22.0,41.0
2014,8,2,1304.0,-11.0,1444.0,-19.0,AS,N622AS,388,PDX,SFO,86.0,550,13.0,4.0
2014,5,8,1636.0,-3.0,1916.0,-9.0,DL,N671DN,1194,PDX,SLC,81.0,630,16.0,36.0
2014,4,16,1904.0,-6.0,2115.0,-25.0,OO,N986CA,6250,PDX,LAX,110.0,834,19.0,4.0
2014,4,5,1504.0,-1.0,1733.0,-20.0,AS,N618AS,650,SEA,PHX,132.0,1107,15.0,4.0
2014,12,14,933.0,-4.0,1653.0,6.0,DL,N3748Y,2077,SEA,DTW,238.0,1927,9.0,33.0
2014,7,6,848.0,-2.0,1717.0,-13.0,AS,N549AS,774,SEA,TPA,302.0,2520,8.0,48.0
2014,8,7,1621.0,1.0,1856.0,5.0,AS,N467AS,119,SEA,ANC,200.0,1448,16.0,21.0
2014,9,17,1533.0,4.0,1832.0,35.0,OO,N964SW,6235,PDX,LAX,132.0,834,15.0,33.0
2014,8,19,1000.0,-4.0,1324.0,-9.0,F9,N918FR,788,PDX,DEN,122.0,991,10.0,0.0
2014,11,3,713.0,3.0,1258.0,-2.0,AA,N3JPAA,1507,SEA,DFW,196.0,1660,7.0,13.0
2014,11,29,1115.0,205.0,1354.0,201.0,AS,N309AS,482,SEA,LAX,133.0,954,11.0,15.0
2014,3,10,1926.0,-4.0,2218.0,-37.0,AS,N533AS,893,SEA,HNL,335.0,2677,19.0,26.0
2014,1,27,,,,,OO,N237SW,5342,SEA,PDX,,129,,
2014,10,8,1330.0,1.0,1929.0,-16.0,UA,N31412,1212,SEA,IAH,215.0,1874,13.0,30.0
2014,10,16,1029.0,-1.0,1525.0,-10.0,OO,N227AG,3468,SEA,OMA,160.0,1368,10.0,29.0
2014,4,3,1146.0,6.0,1401.0,16.0,WN,N212WN,2718,SEA,OAK,104.0,671,11.0,46.0
