cust_id,state,area_code,bill_date,bill_type,invoice_id,invoice_amount,invoice_init_date,invoice_final_date,invoice_settled_date,disputed,days_to_settle,days_late
9928-IJYBQ,Atlanta,770,18-03-2012,Electronic,3581281649,54.16,29-11-2013,29-12-2013,26-12-2013,No,27,0
8820-BLYDZ,State of OK,391,19-03-2013,Electronic,5464873037,98.83,28-08-2013,27-09-2013,31-08-2013,No,3,0
8942-ERSWK,State of KS,897,11-01-2013,Electronic,3679770947,14.09,12-01-2013,11-02-2013,21-01-2013,No,9,0
5164-VMYWJ,Montana,406,27-11-2013,Paper,9798309489,74.07,27-03-2012,26-04-2012,24-04-2012,No,28,0
0625-TNJFG,Atlanta,770,15-08-2013,Electronic,3559978043,50.17,25-08-2013,24-09-2013,11-09-2013,No,17,0
7758-WKLVM,Atlanta,770,06-02-2012,Electronic,3248497540,68.06,09-06-2012,09-07-2012,06-07-2012,No,27,0
5148-SYKLB,Los Angeles,818,28-08-2013,Paper,3877994257,58.35,18-06-2012,18-07-2012,02-08-2012,Yes,45,15
3569-VJWXS,State of OK,391,09-04-2013,Paper,5358292729,65.75,03-04-2012,03-05-2012,30-04-2012,No,27,0
0706-NRGUP,Atlanta,770,09-04-2013,Electronic,3910002517,29.37,28-11-2013,28-12-2013,26-12-2013,No,28,0
5924-UOPGH,Los Angeles,818,06-06-2013,Electronic,5601820333,76.69,25-09-2013,25-10-2013,09-10-2013,No,14,0
0379-NEVHP,State of OK,391,06-04-2013,Paper,3819986935,48.65,01-03-2012,31-03-2012,17-04-2012,Yes,47,17
7946-HJDUR,Los Angeles,818,21-02-2012,Electronic,6242434931,40.08,29-05-2013,28-06-2013,18-06-2013,No,20,0
4640-FGEJI,Montana,406,04-04-2013,Electronic,1133671020,97.75,30-06-2013,30-07-2013,19-07-2013,No,19,0
0379-NEVHP,State of OK,391,06-04-2013,Electronic,8893171508,68.49,29-05-2013,28-06-2013,06-06-2013,No,8,0
7600-OISKG,Montana,406,19-07-2013,Paper,296503272,61.25,03-07-2012,02-08-2012,07-08-2012,Yes,35,5
6296-UKEUZ,State of KS,897,26-11-2012,Electronic,4483283236,15.86,21-07-2013,20-08-2013,23-07-2013,No,2,0
4640-FGEJI,Montana,406,04-04-2013,Paper,203036054,64.6,23-09-2012,23-10-2012,15-10-2012,No,22,0
9250-VHLWY,State of KS,897,03-06-2013,Paper,3894320237,63.43,01-12-2012,31-12-2012,24-12-2012,No,23,0
9014-WENVB,State of OK,391,03-08-2013,Paper,1482642317,78.25,14-03-2013,13-04-2013,27-04-2013,No,44,14
8364-UWVLM,Los Angeles,818,10-11-2012,Electronic,7604918128,101.44,05-12-2012,04-01-2013,25-12-2012,Yes,20,0
2447-JCFGW,Atlanta,770,31-07-2012,Paper,627613977,35.67,06-04-2012,06-05-2012,03-05-2012,No,27,0
8690-EEBEO,State of KS,897,05-12-2012,Paper,1158168123,51.35,15-06-2012,15-07-2012,27-07-2012,No,42,12
6833-ETVHD,Montana,406,30-04-2012,Electronic,9506990444,65.29,01-05-2013,31-05-2013,16-05-2013,No,15,0
0688-XNJRO,State of KS,897,24-06-2012,Electronic,5868117840,24.42,05-07-2012,04-08-2012,15-08-2012,No,41,11
5164-VMYWJ,Montana,406,27-11-2013,Paper,9028881795,67.66,03-01-2013,02-02-2013,01-02-2013,No,29,0
5284-DJOZO,Montana,406,11-09-2012,Paper,204757285,54.44,13-01-2012,12-02-2012,27-01-2012,No,14,0
7841-HROAQ,State of OK,391,15-09-2013,Paper,1720149611,71.68,24-04-2012,24-05-2012,18-05-2012,No,24,0
6077-FDQRK,Atlanta,770,11-09-2012,Electronic,5734148846,58.36,15-08-2013,14-09-2013,27-08-2013,No,12,0
8156-PCYBM,State of OK,391,03-03-2012,Electronic,4617374678,50.8,28-02-2013,30-03-2013,28-03-2013,No,28,0
9928-IJYBQ,Atlanta,770,18-03-2012,Electronic,3480606970,58.83,09-05-2013,08-06-2013,11-06-2013,No,33,3
7758-WKLVM,Atlanta,770,06-02-2012,Electronic,1767317198,41.7,23-09-2012,23-10-2012,30-10-2012,No,37,7
7372-CESLR,State of KS,897,11-01-2013,Electronic,7769806886,38.13,28-06-2013,28-07-2013,17-07-2013,No,19,0
9322-YCTQO,Montana,406,06-04-2012,Paper,9482778673,96.02,29-01-2012,28-02-2012,18-03-2012,No,49,19
7938-EVASK,Montana,406,15-12-2012,Paper,1879423925,65.45,29-04-2012,29-05-2012,01-06-2012,No,33,3
6048-QPZCF,Montana,406,13-07-2012,Paper,6198121107,62.49,04-03-2012,03-04-2012,04-04-2012,Yes,31,1
5164-VMYWJ,Montana,406,27-11-2013,Paper,528993923,90.22,22-02-2013,24-03-2013,14-03-2013,No,20,0
7841-HROAQ,State of OK,391,15-09-2013,Paper,5213055907,56.2,01-02-2012,02-03-2012,09-03-2012,Yes,37,7
6833-ETVHD,Montana,406,30-04-2012,Electronic,9083415808,56.38,25-09-2013,25-10-2013,20-10-2013,No,25,0
3993-QUNVJ,Atlanta,770,31-12-2012,Electronic,7490803947,68.79,31-01-2013,02-03-2013,08-02-2013,No,8,0
6831-FIODB,Atlanta,770,08-05-2013,Paper,750411142,59.71,27-11-2012,27-12-2012,29-12-2012,No,32,2
0625-TNJFG,Atlanta,770,15-08-2013,Paper,9759992761,53.87,08-09-2012,08-10-2012,02-10-2012,No,24,0
5284-DJOZO,Montana,406,11-09-2012,Paper,3148914031,78.91,28-02-2012,29-03-2012,14-03-2012,No,15,0
6077-FDQRK,Atlanta,770,11-09-2012,Paper,3158139891,32.59,29-07-2012,28-08-2012,16-08-2012,No,18,0
5573-KSOIA,Montana,406,30-09-2013,Paper,769617971,86.27,17-01-2013,16-02-2013,28-02-2013,Yes,42,12
6831-FIODB,Atlanta,770,08-05-2013,Paper,6247830671,63.67,22-12-2012,21-01-2013,19-01-2013,No,28,0
7856-ODQFO,Atlanta,770,05-08-2012,Electronic,488925270,40.54,18-05-2013,17-06-2013,07-06-2013,No,20,0
7938-EVASK,Montana,406,15-12-2012,Paper,5570997637,43.77,19-01-2012,18-02-2012,29-02-2012,No,41,11
1447-YZKCL,Montana,406,10-08-2012,Paper,5893003141,71.36,25-05-2012,24-06-2012,26-06-2012,No,32,2
2423-QOKIO,State of OK,391,11-05-2013,Paper,7751899037,47.77,06-04-2013,06-05-2013,08-05-2013,No,32,2
3993-QUNVJ,Atlanta,770,31-12-2012,Electronic,4527375934,47.33,25-03-2013,24-04-2013,08-04-2013,No,14,0
2820-XGXSB,State of OK,391,26-01-2012,Electronic,2819777550,61.45,24-05-2013,23-06-2013,28-05-2013,No,4,0
0625-TNJFG,Atlanta,770,15-08-2013,Paper,1234438336,41.89,06-03-2012,05-04-2012,28-03-2012,No,22,0
6391-GBFQJ,State of KS,897,25-11-2013,Paper,3619199367,30.47,30-10-2013,29-11-2013,15-11-2013,No,16,0
8364-UWVLM,Los Angeles,818,10-11-2012,Electronic,4220885855,87.67,31-10-2013,30-11-2013,05-12-2013,Yes,35,5
5592-UQXSS,Atlanta,770,31-12-2012,Paper,1577746988,57.14,27-07-2012,26-08-2012,07-09-2012,Yes,42,12
9460-VAZGD,State of KS,897,10-08-2013,Paper,2947790220,32.28,05-01-2012,04-02-2012,19-01-2012,No,14,0
3598-DNURW,State of OK,391,29-08-2012,Electronic,9018028314,57.33,05-06-2013,05-07-2013,20-06-2013,No,15,0
9014-WENVB,State of OK,391,03-08-2013,Paper,4565113116,69.46,25-09-2012,25-10-2012,02-11-2012,No,38,8
6632-CGYHU,State of OK,391,08-01-2013,Electronic,5732190469,70.51,07-08-2013,06-09-2013,18-08-2013,No,11,0
4092-ZAVRG,Montana,406,19-05-2012,Electronic,6053161771,73.56,10-02-2013,12-03-2013,11-02-2013,No,1,0
0379-NEVHP,State of OK,391,06-04-2013,Paper,1369975903,61.11,05-01-2013,04-02-2013,26-01-2013,No,21,0
0783-PEPYR,Montana,406,27-11-2013,Paper,5378812305,58.58,18-09-2013,18-10-2013,19-10-2013,No,31,1
5613-UHVMG,Los Angeles,818,31-05-2012,Electronic,7914349615,65.6,10-07-2013,09-08-2013,08-08-2013,No,29,0
2824-HJQPP,Los Angeles,818,04-09-2013,Paper,5211032490,70.47,02-02-2012,03-03-2012,03-03-2012,No,30,0
7758-WKLVM,Atlanta,770,06-02-2012,Electronic,4242889718,81.23,05-05-2013,04-06-2013,20-06-2013,No,46,16
5875-VZQCZ,Los Angeles,818,15-07-2013,Paper,4046691560,81.37,30-12-2012,29-01-2013,11-02-2013,Yes,43,13
8389-TCXFQ,Montana,406,24-08-2012,Electronic,9469584989,59.21,09-10-2013,08-11-2013,04-11-2013,No,26,0
0688-XNJRO,State of KS,897,24-06-2012,Paper,6689193712,27.22,11-02-2012,12-03-2012,15-03-2012,No,33,3
6627-ELFBK,Los Angeles,818,26-11-2012,Electronic,6884520592,44.89,22-11-2013,22-12-2013,27-12-2013,No,35,5
5924-UOPGH,Los Angeles,818,06-06-2013,Paper,2538593943,72.36,19-01-2013,18-02-2013,06-03-2013,Yes,46,16
7245-CKNCN,Montana,406,04-06-2012,Paper,2923296215,67.71,04-01-2012,03-02-2012,28-01-2012,No,24,0
9460-VAZGD,State of KS,897,10-08-2013,Paper,2771850469,45.13,28-10-2012,27-11-2012,22-11-2012,No,25,0
7329-TWKLF,State of OK,391,20-11-2013,Paper,4308058609,61.42,21-05-2013,20-06-2013,11-06-2013,No,21,0
9212-BTDMX,State of OK,391,22-04-2012,Electronic,7952881452,38.96,04-07-2013,03-08-2013,17-07-2013,No,13,0
2820-XGXSB,State of OK,391,26-01-2012,Electronic,6626163507,64.87,11-02-2012,12-03-2012,14-02-2012,No,3,0
0783-PEPYR,Montana,406,27-11-2013,Paper,858258272,43.67,30-09-2013,30-10-2013,10-11-2013,No,41,11
9928-IJYBQ,Atlanta,770,18-03-2012,Paper,4152504148,66.66,05-03-2012,04-04-2012,06-04-2012,No,32,2
5284-DJOZO,Montana,406,11-09-2012,Paper,1842693179,68.35,25-05-2012,24-06-2012,10-06-2012,No,16,0
6627-ELFBK,Los Angeles,818,26-11-2012,Electronic,8659733546,57.97,01-07-2013,31-07-2013,14-07-2013,No,13,0
0783-PEPYR,Montana,406,27-11-2013,Paper,3289137440,84.75,02-08-2012,01-09-2012,13-09-2012,No,42,12
9928-IJYBQ,Atlanta,770,18-03-2012,Electronic,2652788570,56.53,02-11-2012,02-12-2012,09-12-2012,No,37,7
6708-DPYTF,State of OK,391,02-08-2012,Electronic,6085710390,82.04,29-04-2013,29-05-2013,23-05-2013,No,24,0
3993-QUNVJ,Atlanta,770,31-12-2012,Electronic,6332637140,58.09,17-09-2013,17-10-2013,24-09-2013,No,7,0
1080-NDGAE,State of OK,391,28-09-2012,Electronic,2912484665,92.16,05-08-2013,04-09-2013,08-09-2013,Yes,34,4
9149-MATVB,Atlanta,770,30-04-2013,Paper,9099988532,24.32,28-11-2012,28-12-2012,25-12-2012,No,27,0
9322-YCTQO,Montana,406,06-04-2012,Electronic,5345209605,98.35,22-05-2013,21-06-2013,25-06-2013,No,34,4
9725-EZTEJ,Montana,406,17-03-2012,Electronic,2073573910,74.95,30-07-2012,29-08-2012,02-09-2012,Yes,34,4
5592-UQXSS,Atlanta,770,31-12-2012,Paper,2570203308,44.33,28-05-2012,27-06-2012,29-06-2012,No,32,2
3271-YDPUJ,State of KS,897,02-04-2013,Electronic,7795526633,27.95,06-04-2013,06-05-2013,28-04-2013,No,22,0
1408-OQZUE,State of KS,897,14-09-2012,Electronic,2290457712,51.91,02-01-2013,01-02-2013,09-02-2013,Yes,38,8
8690-EEBEO,State of KS,897,05-12-2012,Paper,8164708697,52.8,24-04-2012,24-05-2012,30-05-2012,No,36,6
2820-XGXSB,State of OK,391,26-01-2012,Electronic,5458519467,73.62,02-05-2012,01-06-2012,07-05-2012,No,5,0
6831-FIODB,Atlanta,770,08-05-2013,Electronic,2487299552,48.7,20-06-2013,20-07-2013,30-07-2013,Yes,40,10
9841-XLGBV,State of OK,391,03-01-2013,Electronic,2624507671,68.58,19-09-2013,19-10-2013,09-10-2013,No,20,0
1168-BEASA,State of KS,897,06-11-2013,Paper,8147793831,20.65,03-02-2013,05-03-2013,21-02-2013,No,18,0
8389-TCXFQ,Montana,406,24-08-2012,Paper,287254498,72.49,22-01-2012,21-02-2012,21-02-2012,No,30,0
7946-HJDUR,Los Angeles,818,21-02-2012,Electronic,5274457788,60.57,01-09-2012,01-10-2012,27-09-2012,No,26,0
4460-ZXNDN,Atlanta,770,27-06-2013,Paper,5670127659,59.6,01-10-2012,31-10-2012,03-11-2012,Yes,33,3
9014-WENVB,State of OK,391,03-08-2013,Paper,1863257564,72.69,01-07-2012,31-07-2012,29-07-2012,No,28,0
9841-XLGBV,State of OK,391,03-01-2013,Electronic,7332034292,53.53,12-06-2013,12-07-2013,30-06-2013,No,18,0
9323-NDIOV,Atlanta,770,09-07-2012,Electronic,4025313129,84.38,29-11-2013,29-12-2013,09-01-2014,No,41,11
5592-UQXSS,Atlanta,770,31-12-2012,Electronic,190687025,28.43,15-07-2013,14-08-2013,02-08-2013,No,18,0
7695-NKUXM,Los Angeles,818,21-11-2012,Electronic,3686599515,55.6,10-09-2013,10-10-2013,03-10-2013,Yes,23,0
4632-QZOKX,Montana,406,19-03-2013,Electronic,2207769609,50.22,07-05-2013,06-06-2013,06-06-2013,Yes,30,0
7946-HJDUR,Los Angeles,818,21-02-2012,Electronic,5002957961,61.9,24-06-2012,24-07-2012,20-07-2012,No,26,0
0465-DTULQ,Atlanta,770,04-03-2013,Paper,2168210949,43.41,03-09-2012,03-10-2012,23-10-2012,Yes,50,20
0625-TNJFG,Atlanta,770,15-08-2013,Paper,5779088948,62.84,19-11-2012,19-12-2012,13-12-2012,No,24,0
7600-OISKG,Montana,406,19-07-2013,Paper,6733279966,45.48,20-06-2012,20-07-2012,15-07-2012,Yes,25,0
2676-DZINU,State of OK,391,19-10-2012,Paper,6932718624,72.79,16-02-2012,17-03-2012,07-03-2012,No,20,0
1604-LIFKX,Los Angeles,818,16-03-2013,Paper,3037486776,79.37,29-01-2013,28-02-2013,11-03-2013,No,41,11
6831-FIODB,Atlanta,770,08-05-2013,Electronic,8329193507,43.2,08-08-2013,07-09-2013,26-08-2013,No,18,0
8389-TCXFQ,Montana,406,24-08-2012,Electronic,7076480298,51.53,18-05-2013,17-06-2013,03-06-2013,No,16,0
1604-LIFKX,Los Angeles,818,16-03-2013,Electronic,5395803659,51.64,18-10-2013,17-11-2013,27-11-2013,No,40,10
8389-TCXFQ,Montana,406,24-08-2012,Electronic,2467417643,73.57,03-05-2013,02-06-2013,17-05-2013,No,14,0
4640-FGEJI,Montana,406,04-04-2013,Paper,1102427426,68.57,02-09-2012,02-10-2012,14-10-2012,Yes,42,12
9758-AIEIK,Montana,406,23-04-2012,Electronic,3059762404,51.34,25-05-2012,24-06-2012,11-06-2012,No,17,0
4460-ZXNDN,Atlanta,770,27-06-2013,Electronic,557941160,73.77,01-09-2013,01-10-2013,16-10-2013,Yes,45,15
5148-SYKLB,Los Angeles,818,28-08-2013,Paper,18104516,94,27-01-2012,26-02-2012,22-02-2012,Yes,26,0
1168-BEASA,State of KS,897,06-11-2013,Paper,8223221939,84.22,16-11-2012,16-12-2012,28-12-2012,Yes,42,12
9771-QTLGZ,Montana,406,10-12-2012,Paper,4519358354,49.25,26-10-2012,25-11-2012,14-11-2012,Yes,19,0
9149-MATVB,Atlanta,770,30-04-2013,Paper,874394980,23.92,14-03-2013,13-04-2013,16-04-2013,No,33,3
6177-VTITE,State of KS,897,26-10-2012,Electronic,2926591272,36.62,22-06-2013,22-07-2013,16-07-2013,Yes,24,0
0625-TNJFG,Atlanta,770,15-08-2013,Paper,7615315828,36.86,10-05-2013,09-06-2013,08-06-2013,No,29,0
3676-CQAIF,State of KS,897,29-07-2013,Paper,9080028887,45.97,02-03-2012,01-04-2012,09-04-2012,No,38,8
8942-ERSWK,State of KS,897,11-01-2013,Electronic,6342800937,22.35,29-11-2013,29-12-2013,03-12-2013,No,4,0
3993-QUNVJ,Atlanta,770,31-12-2012,Paper,6079394028,61.76,23-07-2012,22-08-2012,09-08-2012,No,17,0
5875-VZQCZ,Los Angeles,818,15-07-2013,Paper,565497922,60.8,30-10-2012,29-11-2012,24-11-2012,No,25,0
6708-DPYTF,State of OK,391,02-08-2012,Electronic,4804144659,89.07,24-04-2013,24-05-2013,28-05-2013,No,34,4
9250-VHLWY,State of KS,897,03-06-2013,Paper,8891547275,58.53,18-02-2013,20-03-2013,18-03-2013,No,28,0
4651-PMEXQ,Montana,406,04-07-2012,Electronic,8082355258,68.84,12-07-2012,11-08-2012,03-08-2012,No,22,0
6077-FDQRK,Atlanta,770,11-09-2012,Paper,6021346193,63.03,26-07-2012,25-08-2012,17-08-2012,No,22,0
8364-UWVLM,Los Angeles,818,10-11-2012,Electronic,1699566488,92.1,13-02-2013,15-03-2013,27-02-2013,No,14,0
5284-DJOZO,Montana,406,11-09-2012,Paper,7864694123,67.8,30-07-2012,29-08-2012,15-08-2012,No,16,0
3448-OWJOT,Montana,406,15-09-2012,Paper,1070459520,86.1,14-03-2012,13-04-2012,28-04-2012,Yes,45,15
2621-XCLEH,Montana,406,24-09-2012,Paper,537837854,79.51,21-02-2012,22-03-2012,07-04-2012,No,46,16
5284-DJOZO,Montana,406,11-09-2012,Paper,7802365347,69.8,09-04-2012,09-05-2012,23-04-2012,No,14,0
5148-SYKLB,Los Angeles,818,28-08-2013,Paper,6882106680,69.43,12-02-2012,13-03-2012,04-03-2012,No,21,0
7329-TWKLF,State of OK,391,20-11-2013,Paper,7043895839,120.76,02-05-2012,01-06-2012,24-05-2012,No,22,0
4460-ZXNDN,Atlanta,770,27-06-2013,Paper,3428691656,50.47,13-06-2013,13-07-2013,18-07-2013,No,35,5
9286-VLKMI,State of KS,897,13-02-2013,Electronic,1671932723,66.16,20-05-2013,19-06-2013,21-05-2013,No,1,0
2676-DZINU,State of OK,391,19-10-2012,Paper,4887614261,60.19,12-06-2012,12-07-2012,05-07-2012,No,23,0
5529-TBPGK,State of OK,391,09-08-2013,Paper,4494083848,68.24,28-12-2012,27-01-2013,05-02-2013,No,39,9
5529-TBPGK,State of OK,391,09-08-2013,Paper,1717812362,48.75,28-11-2012,28-12-2012,28-12-2012,No,30,0
8887-NCUZC,Los Angeles,818,22-01-2013,Paper,2384851679,42,01-10-2012,31-10-2012,24-10-2012,No,23,0
2125-HJDLA,State of OK,391,22-05-2012,Paper,4297912131,79.21,16-02-2012,17-03-2012,25-03-2012,No,38,8
7841-HROAQ,State of OK,391,15-09-2013,Paper,929902016,64.3,18-05-2013,17-06-2013,14-06-2013,No,27,0
2824-HJQPP,Los Angeles,818,04-09-2013,Paper,2964011777,70.5,06-01-2013,05-02-2013,30-01-2013,No,24,0
7245-CKNCN,Montana,406,04-06-2012,Paper,6456711996,84.99,26-04-2012,26-05-2012,14-05-2012,No,18,0
6708-DPYTF,State of OK,391,02-08-2012,Electronic,7662777416,64.19,08-09-2013,08-10-2013,10-10-2013,No,32,2
6048-QPZCF,Montana,406,13-07-2012,Electronic,3166292468,88.58,25-09-2013,25-10-2013,19-10-2013,Yes,24,0
3448-OWJOT,Montana,406,15-09-2012,Paper,5267406931,85.22,30-01-2012,29-02-2012,11-03-2012,Yes,41,11
0465-DTULQ,Atlanta,770,04-03-2013,Electronic,6674900941,46.07,20-10-2013,19-11-2013,10-11-2013,No,21,0
5148-SYKLB,Los Angeles,818,28-08-2013,Paper,9982124268,59,21-09-2012,21-10-2012,28-10-2012,Yes,37,7
2125-HJDLA,State of OK,391,22-05-2012,Electronic,4540004449,85.2,12-07-2013,11-08-2013,13-08-2013,No,32,2
9250-VHLWY,State of KS,897,03-06-2013,Paper,374628242,29.93,09-05-2013,08-06-2013,28-05-2013,No,19,0
1080-NDGAE,State of OK,391,28-09-2012,Paper,5348963302,96.6,27-04-2012,27-05-2012,22-05-2012,No,25,0
4651-PMEXQ,Montana,406,04-07-2012,Paper,5753468265,94.97,01-07-2012,31-07-2012,02-08-2012,No,32,2
6831-FIODB,Atlanta,770,08-05-2013,Paper,5365850526,57.07,16-02-2012,17-03-2012,16-03-2012,No,29,0
0709-LZRJV,State of OK,391,20-06-2013,Electronic,2879905746,56.29,24-11-2013,24-12-2013,24-12-2013,No,30,0
1447-YZKCL,Montana,406,10-08-2012,Electronic,9647532335,105.9,08-12-2012,07-01-2013,07-01-2013,No,30,0
0709-LZRJV,State of OK,391,20-06-2013,Paper,9922568654,42.67,03-09-2012,03-10-2012,09-10-2012,No,36,6
5920-DPXLN,State of OK,391,11-11-2012,Electronic,4465814850,63.33,12-04-2013,12-05-2013,24-04-2013,No,12,0
8887-NCUZC,Los Angeles,818,22-01-2013,Paper,8016290722,30.8,01-12-2012,31-12-2012,09-01-2013,No,39,9
3598-DNURW,State of OK,391,29-08-2012,Paper,3746199110,58.57,30-03-2012,29-04-2012,24-04-2012,No,25,0
3448-OWJOT,Montana,406,15-09-2012,Paper,312361525,66.13,05-07-2012,04-08-2012,13-08-2012,Yes,39,9
5164-VMYWJ,Montana,406,27-11-2013,Paper,1905229160,78.22,26-07-2012,25-08-2012,02-09-2012,Yes,38,8
7841-HROAQ,State of OK,391,15-09-2013,Paper,8942200261,64.33,21-07-2012,20-08-2012,07-08-2012,No,17,0
9771-QTLGZ,Montana,406,10-12-2012,Paper,6265467648,51.19,07-08-2012,06-09-2012,31-08-2012,Yes,24,0
5592-UQXSS,Atlanta,770,31-12-2012,Paper,6863821110,64.41,09-04-2012,09-05-2012,07-05-2012,No,28,0
0709-LZRJV,State of OK,391,20-06-2013,Electronic,4595561744,50.28,01-07-2013,31-07-2013,18-07-2013,No,17,0
9771-QTLGZ,Montana,406,10-12-2012,Electronic,4073224041,46.62,14-12-2012,13-01-2013,30-12-2012,Yes,16,0
9117-LYRCE,Montana,406,05-07-2013,Paper,5400778193,37.19,25-09-2012,25-10-2012,01-11-2012,No,37,7
6077-FDQRK,Atlanta,770,11-09-2012,Electronic,921537795,49.84,30-12-2012,29-01-2013,16-01-2013,No,17,0
5924-UOPGH,Los Angeles,818,06-06-2013,Paper,232048622,67.6,14-03-2012,13-04-2012,11-04-2012,No,28,0
5920-DPXLN,State of OK,391,11-11-2012,Paper,176959210,57.18,30-08-2012,29-09-2012,19-09-2012,No,20,0
2447-JCFGW,Atlanta,770,31-07-2012,Electronic,6444186130,44.71,04-09-2012,04-10-2012,30-09-2012,No,26,0
9460-VAZGD,State of KS,897,10-08-2013,Paper,8009169493,65.9,14-01-2012,13-02-2012,03-02-2012,No,20,0
9174-IYKOC,State of OK,391,27-11-2012,Paper,135429278,58.2,02-08-2012,01-09-2012,24-08-2012,No,22,0
0688-XNJRO,State of KS,897,24-06-2012,Electronic,6254565489,56.04,15-11-2013,15-12-2013,05-01-2014,No,51,21
0625-TNJFG,Atlanta,770,15-08-2013,Electronic,761602627,64.16,07-09-2013,07-10-2013,18-10-2013,Yes,41,11
2447-JCFGW,Atlanta,770,31-07-2012,Electronic,6719635094,49.56,22-02-2013,24-03-2013,22-03-2013,No,28,0
9286-VLKMI,State of KS,897,13-02-2013,Electronic,1586922908,68.48,02-10-2013,01-11-2013,03-10-2013,No,1,0
5164-VMYWJ,Montana,406,27-11-2013,Paper,9250499188,75.37,29-07-2013,28-08-2013,23-08-2013,No,25,0
1080-NDGAE,State of OK,391,28-09-2012,Electronic,5536610902,89.97,29-06-2013,29-07-2013,01-08-2013,Yes,33,3
2820-XGXSB,State of OK,391,26-01-2012,Electronic,3435598635,75.82,28-11-2012,28-12-2012,02-12-2012,No,4,0
9323-NDIOV,Atlanta,770,09-07-2012,Electronic,9766114576,40.71,26-11-2013,26-12-2013,24-12-2013,No,28,0
9286-VLKMI,State of KS,897,13-02-2013,Paper,6876100884,36.71,14-12-2012,13-01-2013,25-12-2012,No,11,0
3568-JJMFW,Los Angeles,818,09-01-2012,Electronic,5896450110,56.93,30-12-2012,29-01-2013,17-01-2013,Yes,18,0
9286-VLKMI,State of KS,897,13-02-2013,Paper,8066734147,41.71,04-06-2012,04-07-2012,16-06-2012,No,12,0
7758-WKLVM,Atlanta,770,06-02-2012,Electronic,6687811896,63.74,06-06-2013,06-07-2013,25-07-2013,No,49,19
3448-OWJOT,Montana,406,15-09-2012,Electronic,5160746172,76.89,17-07-2013,16-08-2013,10-08-2013,Yes,24,0
9322-YCTQO,Montana,406,06-04-2012,Paper,7885181731,87.13,01-02-2012,02-03-2012,15-03-2012,No,43,13
2125-HJDLA,State of OK,391,22-05-2012,Electronic,6474542050,45.06,05-04-2013,05-05-2013,05-05-2013,No,30,0
2824-HJQPP,Los Angeles,818,04-09-2013,Paper,5993794287,36.02,27-07-2013,26-08-2013,18-08-2013,No,22,0
6627-ELFBK,Los Angeles,818,26-11-2012,Electronic,3094167273,86.83,01-08-2013,31-08-2013,23-08-2013,No,22,0
4460-ZXNDN,Atlanta,770,27-06-2013,Paper,1539382510,76.79,09-10-2012,08-11-2012,01-12-2012,Yes,53,23
6004-KITZM,Los Angeles,818,01-09-2013,Paper,3180169613,65.51,16-06-2012,16-07-2012,06-07-2012,No,20,0
8156-PCYBM,State of OK,391,03-03-2012,Electronic,6713223940,55.53,05-07-2012,04-08-2012,30-07-2012,No,25,0
5529-TBPGK,State of OK,391,09-08-2013,Paper,6780577164,75.34,09-09-2012,09-10-2012,10-10-2012,No,31,1
9212-BTDMX,State of OK,391,22-04-2012,Paper,3980946112,63.26,11-04-2012,11-05-2012,26-04-2012,No,15,0
3569-VJWXS,State of OK,391,09-04-2013,Paper,910348225,102.96,18-08-2012,17-09-2012,15-09-2012,No,28,0
5920-DPXLN,State of OK,391,11-11-2012,Paper,4587287662,61.95,17-02-2012,18-03-2012,10-03-2012,No,22,0
7695-NKUXM,Los Angeles,818,21-11-2012,Paper,6051615131,27.52,25-08-2012,24-09-2012,29-08-2012,No,4,0
8389-TCXFQ,Montana,406,24-08-2012,Electronic,3575343812,71.65,23-05-2013,22-06-2013,15-06-2013,No,23,0
5196-TWQXF,State of OK,391,20-06-2012,Electronic,302496633,72.65,04-07-2012,03-08-2012,26-07-2012,No,22,0
4651-PMEXQ,Montana,406,04-07-2012,Electronic,3655387597,63.1,29-09-2012,29-10-2012,21-10-2012,No,22,0
8820-BLYDZ,State of OK,391,19-03-2013,Paper,7175346419,100.7,01-04-2012,01-05-2012,16-04-2012,No,15,0
8942-ERSWK,State of KS,897,11-01-2013,Electronic,1621957925,22.01,15-04-2013,15-05-2013,25-04-2013,No,10,0
2676-DZINU,State of OK,391,19-10-2012,Electronic,6299892020,76.66,24-09-2013,24-10-2013,11-10-2013,No,17,0
2026-XLBER,Atlanta,770,12-11-2012,Electronic,3025631462,103.54,26-04-2013,26-05-2013,25-05-2013,Yes,29,0
8976-AMJEO,Montana,406,03-03-2012,Paper,3267864290,57.55,15-01-2012,14-02-2012,15-02-2012,No,31,1
6296-UKEUZ,State of KS,897,26-11-2012,Electronic,106486147,46.55,21-09-2013,21-10-2013,25-09-2013,No,4,0
3569-VJWXS,State of OK,391,09-04-2013,Paper,3889145574,39.66,15-03-2012,14-04-2012,07-04-2012,No,23,0
5573-KSOIA,Montana,406,30-09-2013,Electronic,5506147573,84.31,02-10-2013,01-11-2013,26-10-2013,No,24,0
9323-NDIOV,Atlanta,770,09-07-2012,Electronic,8926617482,52.01,25-11-2012,25-12-2012,19-01-2013,Yes,55,25
2820-XGXSB,State of OK,391,26-01-2012,Electronic,7821939794,70.45,13-02-2012,14-03-2012,17-02-2012,No,4,0
0379-NEVHP,State of OK,391,06-04-2013,Paper,281287578,76.81,28-10-2012,27-11-2012,19-11-2012,No,22,0
